source,target,source_coordinates,target_coordinates,keywords,source_university,target_university
"Park, Sun Sook","Lin, Eric Y.J.",POINT (-71.2423 42.3889),POINT (-117.7153 34.1259),taiwan,Brandeis University,Claremont Graduate University
"Park, Sun Sook","Gronewold, Sue Ellen",POINT (-71.2423 42.3889),POINT (-73.9249 40.6943),taiwan,Brandeis University,Columbia University
"Park, Sun Sook","Khu, Josephine Meihui Tiampo",POINT (-71.2423 42.3889),POINT (-73.9249 40.6943),taiwan,Brandeis University,Columbia University
"Park, Sun Sook","Kung, Chien Wen",POINT (-71.2423 42.3889),POINT (-73.9249 40.6943),taiwan,Brandeis University,Columbia University
"Park, Sun Sook","Tinn, Hong-Hong",POINT (-71.2423 42.3889),POINT (-76.5032 42.4442),taiwan,Brandeis University,Cornell University
"Park, Sun Sook","Wen, Shuang",POINT (-71.2423 42.3889),POINT (-77.0163 38.9047),taiwan,Brandeis University,Georgetown University
"Park, Sun Sook","Lin, Catherine Kai-Ping",POINT (-71.2423 42.3889),POINT (-77.0163 38.9047),taiwan,Brandeis University,Georgetown University
"Park, Sun Sook","Wicentowski, Joseph Charles",POINT (-71.2423 42.3889),POINT (-71.1185 42.3759),taiwan,Brandeis University,Harvard University
"Park, Sun Sook","Chang, Lung-chih",POINT (-71.2423 42.3889),POINT (-71.1185 42.3759),taiwan,Brandeis University,Harvard University
"Park, Sun Sook","Wang, Dan",POINT (-71.2423 42.3889),POINT (-71.1185 42.3759),taiwan,Brandeis University,Harvard University
"Park, Sun Sook","Matsuzaki, Reo",POINT (-71.2423 42.3889),POINT (-71.1185 42.3759),taiwan,Brandeis University,Massachusetts Institute of Technology
"Park, Sun Sook","Chen, Lu-huei",POINT (-71.2423 42.3889),POINT (-84.4836 42.748),taiwan,Brandeis University,Michigan State University
"Park, Sun Sook","Pellegrin, Charles John",POINT (-71.2423 42.3889),POINT (-88.79410573135954 33.45441314606764),taiwan,Brandeis University,Mississippi State University
"Park, Sun Sook","Lu, Ming-che",POINT (-71.2423 42.3889),POINT (-73.9249 40.6943),taiwan,Brandeis University,The New School
"Park, Sun Sook","Chen, Ya-Ping",POINT (-71.2423 42.3889),POINT (-73.9249 40.6943),taiwan,Brandeis University,New York University
"Park, Sun Sook","Chang, Ivy I-chu",POINT (-71.2423 42.3889),POINT (-73.9249 40.6943),taiwan,Brandeis University,New York University
"Park, Sun Sook","Miao, Yen-Wei",POINT (-71.2423 42.3889),POINT (-73.9249 40.6943),taiwan,Brandeis University,New York University
"Park, Sun Sook","Lin, Hsu-Ta",POINT (-71.2423 42.3889),POINT (-74.6693 40.3562),taiwan,Brandeis University,Princeton University
"Park, Sun Sook","Shirane, Seiji",POINT (-71.2423 42.3889),POINT (-74.6693 40.3562),taiwan,Brandeis University,Princeton University
"Park, Sun Sook","Tavares, Antonio C.",POINT (-71.2423 42.3889),POINT (-74.6693 40.3562),taiwan,Brandeis University,Princeton University
"Park, Sun Sook","Veteri, Frank James",POINT (-71.2423 42.3889),POINT (-73.7976 40.7498),taiwan,Brandeis University,St. John's University
"Park, Sun Sook","Shih, Shu-ching",POINT (-71.2423 42.3889),POINT (-73.7976 40.7498),taiwan,Brandeis University,St. John's University
"Park, Sun Sook","Chen, Shu-Juo",POINT (-71.2423 42.3889),POINT (-122.1674 37.4252),taiwan,Brandeis University,Stanford University
"Park, Sun Sook","Qi, Dongtao",POINT (-71.2423 42.3889),POINT (-122.1674 37.4252),taiwan,Brandeis University,Stanford University
"Park, Sun Sook","Chung, Chi-nien",POINT (-71.2423 42.3889),POINT (-122.1674 37.4252),taiwan,Brandeis University,Stanford University
"Park, Sun Sook","Shih, Ling-Ling L.",POINT (-71.2423 42.3889),POINT (-73.7987 42.6664),taiwan,Brandeis University,State University of New York at Albany
"Park, Sun Sook","Murphree, Hyon Joo Yoo",POINT (-71.2423 42.3889),POINT (-76.1437 43.0407),taiwan,Brandeis University,Syracuse University
"Park, Sun Sook","Chang, Doris Ting-Ling",POINT (-71.2423 42.3889),POINT (-82.9855 39.9862),taiwan,Brandeis University,The Ohio State University
"Park, Sun Sook","Huang, Tong-yi",POINT (-71.2423 42.3889),POINT (-97.7522 30.3005),taiwan,Brandeis University,The University of Texas at Austin
"Park, Sun Sook","Hu, Brian",POINT (-71.2423 42.3889),POINT (-117.7738 33.6772),taiwan,Brandeis University,University of California Irvine
"Park, Sun Sook","Liu, Jennifer",POINT (-71.2423 42.3889),POINT (-117.7738 33.6772),taiwan,Brandeis University,University of California Irvine
"Park, Sun Sook","Chang, Winifred Kai-wen",POINT (-71.2423 42.3889),POINT (-117.7738 33.6772),taiwan,Brandeis University,University of California Irvine
"Park, Sun Sook","Chang, Cheng David",POINT (-71.2423 42.3889),POINT (-117.1222 32.8313),taiwan,Brandeis University,University of California San Diego
"Park, Sun Sook","Shih, Jamin Duane",POINT (-71.2423 42.3889),POINT (-120.4779 37.3057),taiwan,Brandeis University,University of California Merced
"Park, Sun Sook","Liu, Hsiaopong",POINT (-71.2423 42.3889),POINT (-87.6866 41.8375),taiwan,Brandeis University,University of Chicago
"Park, Sun Sook","Lin, Kai-Shyh",POINT (-71.2423 42.3889),POINT (-87.6866 41.8375),taiwan,Brandeis University,University of Chicago
"Park, Sun Sook","Lan, Shi-Chi",POINT (-71.2423 42.3889),POINT (-87.6866 41.8375),taiwan,Brandeis University,University of Chicago
"Park, Sun Sook","Oldstone-Moore, Jennifer Lee",POINT (-71.2423 42.3889),POINT (-87.6866 41.8375),taiwan,Brandeis University,University of Chicago
"Park, Sun Sook","Lococo, Paul, Jr.",POINT (-71.2423 42.3889),POINT (-157.846 21.3294),taiwan,Brandeis University,University of Hawaii at Manoa
"Park, Sun Sook","Amae, Yoshihisa",POINT (-71.2423 42.3889),POINT (-157.846 21.3294),taiwan,Brandeis University,University of Hawaii at Manoa
"Park, Sun Sook","Shih, Chi-Sheng",POINT (-71.2423 42.3889),POINT (-87.6866 41.8375),taiwan,Brandeis University,University of Illinois at Chicago
"Park, Sun Sook","Su, Huang-Lan",POINT (-71.2423 42.3889),POINT (-88.2737 40.1142),taiwan,Brandeis University,University of Illinois at Urbana-Champaign
"Park, Sun Sook","Huang, Hua-lun",POINT (-71.2423 42.3889),POINT (-95.2642 38.9597),taiwan,Brandeis University,University of Kansas
"Park, Sun Sook","Li, Xiaolin",POINT (-71.2423 42.3889),POINT (-76.9337 38.996),taiwan,Brandeis University,University of Maryland
"Park, Sun Sook","Chao, Hui-Hsuan",POINT (-71.2423 42.3889),POINT (-83.731 42.2759),taiwan,Brandeis University,University of Michigan
"Park, Sun Sook","Kuo, Min-Hsun Christine",POINT (-71.2423 42.3889),POINT (-93.2678 44.9635),taiwan,Brandeis University,University of Minnesota
"Park, Sun Sook","Kang, Peite",POINT (-71.2423 42.3889),POINT (-93.2678 44.9635),taiwan,Brandeis University,University of Minnesota
"Park, Sun Sook","Barclay, Paul David",POINT (-71.2423 42.3889),POINT (-93.2678 44.9635),taiwan,Brandeis University,University of Minnesota
"Park, Sun Sook","Lintin, Daniel Paul",POINT (-71.2423 42.3889),POINT (-93.2678 44.9635),taiwan,Brandeis University,University of Minnesota
"Park, Sun Sook","Ericson, Brenda A.",POINT (-71.2423 42.3889),POINT (-106.6465 35.1054),taiwan,Brandeis University,University of New Mexico
"Park, Sun Sook","Ni, Chung-chun",POINT (-71.2423 42.3889),POINT (-75.1339 40.0077),taiwan,Brandeis University,University of Pennsylvania
"Park, Sun Sook","Sung, Kwang-Yu",POINT (-71.2423 42.3889),POINT (-75.1339 40.0077),taiwan,Brandeis University,University of Pennsylvania
"Park, Sun Sook","Kang, Lai-Yung",POINT (-71.2423 42.3889),POINT (-75.1339 40.0077),taiwan,Brandeis University,University of Pennsylvania
"Park, Sun Sook","Liu, Shi-yung",POINT (-71.2423 42.3889),POINT (-79.9763 40.4397),taiwan,Brandeis University,University of Pittsburgh
"Park, Sun Sook","Ellis, Leon Hubbard",POINT (-71.2423 42.3889),POINT (-122.3244 47.6211),taiwan,Brandeis University,University of Washington
"Park, Sun Sook","Duryea, Maria",POINT (-71.2423 42.3889),POINT (-122.3244 47.6211),taiwan,Brandeis University,University of Washington
"Park, Sun Sook","Meyer, Mahlon D.",POINT (-71.2423 42.3889),POINT (-122.3244 47.6211),taiwan,Brandeis University,University of Washington
"Park, Sun Sook","Hsu, Chiang",POINT (-71.2423 42.3889),POINT (-105.6085 41.3099),taiwan,Brandeis University,University of Wyoming
"Park, Sun Sook","MacAuslan, Robert Andrew",POINT (-71.2423 42.3889),POINT (-117.433 47.6671),taiwan,Brandeis University,Washington State University
"Park, Sun Sook","Andrade, Tonio Adam",POINT (-71.2423 42.3889),POINT (-72.9246 41.3113),taiwan,Brandeis University,Yale University
"Zhang, Fan Jeremy","Rothschild, Norman Harry",POINT (-71.4187 41.823),POINT (-71.4187 41.823),ritual,Brown University,Brown University
"Zhang, Fan Jeremy","Vogt, Paul Nicholas",POINT (-71.4187 41.823),POINT (-73.9249 40.6943),ritual,Brown University,Columbia University
"Zhang, Fan Jeremy","Chipman, Elana",POINT (-71.4187 41.823),POINT (-76.5032 42.4442),ritual,Brown University,Cornell University
"Zhang, Fan Jeremy","Moser, Jeffrey Christopher",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),ritual,Brown University,Harvard University
"Zhang, Fan Jeremy","Baker, Timothy Danforth, Jr.",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),ritual,Brown University,Harvard University
"Zhang, Fan Jeremy","Chapman, Ian D.",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),ritual,Brown University,Princeton University
"Zhang, Fan Jeremy","Wooldridge, William Charles, Jr.",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),ritual,Brown University,Princeton University
"Zhang, Fan Jeremy","Choo, Jessey Jiun-Chyi",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),ritual,Brown University,Princeton University
"Zhang, Fan Jeremy","Reinhart, Katrinka",POINT (-71.4187 41.823),POINT (-122.1674 37.4252),ritual,Brown University,Stanford University
"Zhang, Fan Jeremy","Chen, Liana",POINT (-71.4187 41.823),POINT (-122.1674 37.4252),ritual,Brown University,Stanford University
"Zhang, Fan Jeremy","Brown, Miranda Dympna",POINT (-71.4187 41.823),POINT (-122.276 37.8722),ritual,Brown University,University of California Berkeley
"Zhang, Fan Jeremy","Lai, Guolong",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),ritual,Brown University,University of California Irvine
"Zhang, Fan Jeremy","DeMare, Brian James",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),ritual,Brown University,University of California Irvine
"Zhang, Fan Jeremy","Musgrove, Charles David",POINT (-71.4187 41.823),POINT (-117.1222 32.8313),ritual,Brown University,University of California San Diego
"Zhang, Fan Jeremy","Choi, Mihwa",POINT (-71.4187 41.823),POINT (-87.6866 41.8375),ritual,Brown University,University of Chicago
"Zhang, Fan Jeremy","Snyder-Reinke, Jeffrey P.",POINT (-71.4187 41.823),POINT (-83.731 42.2759),ritual,Brown University,University of Michigan
"Zhang, Fan Jeremy","Yuan, Zujie",POINT (-71.4187 41.823),POINT (-93.2678 44.9635),ritual,Brown University,University of Minnesota
"Rothschild, Norman Harry","Vogt, Paul Nicholas",POINT (-71.4187 41.823),POINT (-73.9249 40.6943),ritual,Brown University,Columbia University
"Rothschild, Norman Harry","Chipman, Elana",POINT (-71.4187 41.823),POINT (-76.5032 42.4442),ritual,Brown University,Cornell University
"Rothschild, Norman Harry","Moser, Jeffrey Christopher",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),ritual,Brown University,Harvard University
"Rothschild, Norman Harry","Baker, Timothy Danforth, Jr.",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),ritual,Brown University,Harvard University
"Rothschild, Norman Harry","Chapman, Ian D.",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),ritual,Brown University,Princeton University
"Rothschild, Norman Harry","Wooldridge, William Charles, Jr.",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),ritual,Brown University,Princeton University
"Rothschild, Norman Harry","Choo, Jessey Jiun-Chyi",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),ritual,Brown University,Princeton University
"Rothschild, Norman Harry","Reinhart, Katrinka",POINT (-71.4187 41.823),POINT (-122.1674 37.4252),ritual,Brown University,Stanford University
"Rothschild, Norman Harry","Chen, Liana",POINT (-71.4187 41.823),POINT (-122.1674 37.4252),ritual,Brown University,Stanford University
"Rothschild, Norman Harry","Brown, Miranda Dympna",POINT (-71.4187 41.823),POINT (-122.276 37.8722),ritual,Brown University,University of California Berkeley
"Rothschild, Norman Harry","Lai, Guolong",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),ritual,Brown University,University of California Irvine
"Rothschild, Norman Harry","DeMare, Brian James",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),ritual,Brown University,University of California Irvine
"Rothschild, Norman Harry","Musgrove, Charles David",POINT (-71.4187 41.823),POINT (-117.1222 32.8313),ritual,Brown University,University of California San Diego
"Rothschild, Norman Harry","Choi, Mihwa",POINT (-71.4187 41.823),POINT (-87.6866 41.8375),ritual,Brown University,University of Chicago
"Rothschild, Norman Harry","Snyder-Reinke, Jeffrey P.",POINT (-71.4187 41.823),POINT (-83.731 42.2759),ritual,Brown University,University of Michigan
"Rothschild, Norman Harry","Yuan, Zujie",POINT (-71.4187 41.823),POINT (-93.2678 44.9635),ritual,Brown University,University of Minnesota
"Brockey, Liam Matthew","Lee, Su-san",POINT (-71.4187 41.823),POINT (-71.4187 41.823),religion,Brown University,Brown University
"Brockey, Liam Matthew","Lo, Shih-Chieh",POINT (-71.4187 41.823),POINT (-71.4187 41.823),religion,Brown University,Brown University
"Brockey, Liam Matthew","Wu, Lan",POINT (-71.4187 41.823),POINT (-73.9249 40.6943),religion,Brown University,Columbia University
"Brockey, Liam Matthew","Nedostup, Rebecca Allyn",POINT (-71.4187 41.823),POINT (-73.9249 40.6943),religion,Brown University,Columbia University
"Brockey, Liam Matthew","Sommer, Deborah Ann",POINT (-71.4187 41.823),POINT (-73.9249 40.6943),religion,Brown University,Columbia University
"Brockey, Liam Matthew","McCall, Robert Donnell",POINT (-71.4187 41.823),POINT (-118.139 34.1597),religion,Brown University,Fuller Theological Seminary
"Brockey, Liam Matthew","Petzholt, Raymond Paul",POINT (-71.4187 41.823),POINT (-118.139 34.1597),religion,Brown University,Fuller Theological Seminary
"Brockey, Liam Matthew","Haiyun, Ma",POINT (-71.4187 41.823),POINT (-77.0163 38.9047),religion,Brown University,Georgetown University
"Brockey, Liam Matthew","Ning, Qiang",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),religion,Brown University,Harvard University
"Brockey, Liam Matthew","Aviv, Eyal",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),religion,Brown University,Harvard University
"Brockey, Liam Matthew","Buyandelgeriyn, Manduhai",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),religion,Brown University,Harvard University
"Brockey, Liam Matthew","Queen, Sarah A.",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),religion,Brown University,Harvard University
"Brockey, Liam Matthew","Tuttle, Gray Warren",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),religion,Brown University,Harvard University
"Brockey, Liam Matthew","Chen, Hsi-yuan",POINT (-71.4187 41.823),POINT (-71.1185 42.3759),religion,Brown University,Harvard University
"Brockey, Liam Matthew","Hammerstrom, Erik J.",POINT (-71.4187 41.823),POINT (-86.5257 39.1637),religion,Brown University,Indiana University
"Brockey, Liam Matthew","Luo, Chia-li",POINT (-71.4187 41.823),POINT (-86.5257 39.1637),religion,Brown University,Indiana University
"Brockey, Liam Matthew","Sooter, Joshua Allen",POINT (-71.4187 41.823),POINT (-73.9249 40.6943),religion,Brown University,New York University
"Brockey, Liam Matthew","Sun, Anna Xiao Dong",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),religion,Brown University,Princeton University
"Brockey, Liam Matthew","Sloane, Jesse D.",POINT (-71.4187 41.823),POINT (-74.6693 40.3562),religion,Brown University,Princeton University
"Brockey, Liam Matthew","Lee, Pauline Chen",POINT (-71.4187 41.823),POINT (-122.1674 37.4252),religion,Brown University,Stanford University
"Brockey, Liam Matthew","Shemo, Connie Anne",POINT (-71.4187 41.823),POINT (-75.96933829629776 42.09009759304814),religion,Brown University,State University of New York at Binghamton
"Brockey, Liam Matthew","Waelchli, Mary Jo",POINT (-71.4187 41.823),POINT (-82.9855 39.9862),religion,Brown University,The Ohio State University
"Brockey, Liam Matthew","Meng, Yue",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),religion,Brown University,University of California Irvine
"Brockey, Liam Matthew","Ben-Dor, Zvi",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),religion,Brown University,University of California Irvine
"Brockey, Liam Matthew","DuBois, Thomas David",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),religion,Brown University,University of California Irvine
"Brockey, Liam Matthew","Koh, Seunghak",POINT (-71.4187 41.823),POINT (-117.7738 33.6772),religion,Brown University,University of California Irvine
"Brockey, Liam Matthew","Hennessey, Anna Madelyn",POINT (-71.4187 41.823),POINT (-119.7202 34.4285),religion,Brown University,University of California Santa Barbara
"Brockey, Liam Matthew","Hsia, Florence Charlotte",POINT (-71.4187 41.823),POINT (-87.6866 41.8375),religion,Brown University,University of Chicago
"Brockey, Liam Matthew","Tsai, Hsing-li",POINT (-71.4187 41.823),POINT (-95.2642 38.9597),religion,Brown University,University of Kansas
"Brockey, Liam Matthew","Xing, Wenjun",POINT (-71.4187 41.823),POINT (-72.51852 42.36723),religion,Brown University,University of Massachusetts Amherst
"Brockey, Liam Matthew","Murdock, Michael Glen",POINT (-71.4187 41.823),POINT (-83.731 42.2759),religion,Brown University,University of Michigan
