source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution
Peter B. Sloep,Adriana J. Berlanga,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Peter B. Sloep,Wolfgang Greller,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Peter B. Sloep,Slavi Stoyanov,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Peter B. Sloep,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Peter B. Sloep,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,University of Piraeus
Peter B. Sloep,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Aurus KTS
Adriana J. Berlanga,Wolfgang Greller,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Adriana J. Berlanga,Slavi Stoyanov,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Adriana J. Berlanga,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Adriana J. Berlanga,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,University of Piraeus
Adriana J. Berlanga,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Aurus KTS
Wolfgang Greller,Slavi Stoyanov,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Wolfgang Greller,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Wolfgang Greller,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,University of Piraeus
Wolfgang Greller,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Aurus KTS
Slavi Stoyanov,Marcel van der Klink,POINT (5.981506585454879 50.8775239),POINT (5.981506585454879 50.8775239),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Open Universiteit Nederland
Slavi Stoyanov,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,University of Piraeus
Slavi Stoyanov,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Aurus KTS
Marcel van der Klink,Symeon Retalis,POINT (5.981506585454879 50.8775239),POINT (23.6470593 37.9431594),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,University of Piraeus
Marcel van der Klink,Jan Hensgens,POINT (5.981506585454879 50.8775239),POINT (5.6909768 50.8512438),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",Open Universiteit Nederland,Aurus KTS
Symeon Retalis,Jan Hensgens,POINT (23.6470593 37.9431594),POINT (5.6909768 50.8512438),"networked learning,handover,fp7,learning network,innovation,idspace,ltfll,language technologies",University of Piraeus,Aurus KTS
Jesus G. Boticario,Alejandro Rodriguez-Ascaso,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,aDeNu Research Group
Jesus G. Boticario,Olga C. Santos,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,aDeNu Research Group
Jesus G. Boticario,Emmanuelle Raffenne,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Madrid
Jesus G. Boticario,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Atos GIBS (Global Innovation and Business Strategy)
Jesus G. Boticario,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Universidad Politécnica de Valencia
Jesus G. Boticario,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Universidad Politécnica de Valencia
Jesus G. Boticario,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Jesus G. Boticario,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Jesus G. Boticario,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Alejandro Rodriguez-Ascaso,Olga C. Santos,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,aDeNu Research Group
Alejandro Rodriguez-Ascaso,Emmanuelle Raffenne,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Madrid
Alejandro Rodriguez-Ascaso,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Atos GIBS (Global Innovation and Business Strategy)
Alejandro Rodriguez-Ascaso,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Universidad Politécnica de Valencia
Alejandro Rodriguez-Ascaso,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Universidad Politécnica de Valencia
Alejandro Rodriguez-Ascaso,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Alejandro Rodriguez-Ascaso,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Alejandro Rodriguez-Ascaso,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Olga C. Santos,Emmanuelle Raffenne,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Madrid
Olga C. Santos,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Atos GIBS (Global Innovation and Business Strategy)
Olga C. Santos,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Universidad Politécnica de Valencia
Olga C. Santos,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",aDeNu Research Group,Universidad Politécnica de Valencia
Olga C. Santos,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Olga C. Santos,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Olga C. Santos,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,aDeNu Research Group,Wageningen University
Emmanuelle Raffenne,Lydia Montandon,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",Madrid,Atos GIBS (Global Innovation and Business Strategy)
Emmanuelle Raffenne,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",Madrid,Universidad Politécnica de Valencia
Emmanuelle Raffenne,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",Madrid,Universidad Politécnica de Valencia
Emmanuelle Raffenne,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Madrid,Wageningen University
Emmanuelle Raffenne,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Madrid,Wageningen University
Emmanuelle Raffenne,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Madrid,Wageningen University
Lydia Montandon,David Roldán,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",Atos GIBS (Global Innovation and Business Strategy),Universidad Politécnica de Valencia
Lydia Montandon,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",Atos GIBS (Global Innovation and Business Strategy),Universidad Politécnica de Valencia
Lydia Montandon,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Atos GIBS (Global Innovation and Business Strategy),Wageningen University
Lydia Montandon,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Atos GIBS (Global Innovation and Business Strategy),Wageningen University
Lydia Montandon,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Atos GIBS (Global Innovation and Business Strategy),Wageningen University
David Roldán,Félix Buendía,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"metadata and learning,service oriented architecture,user-centred design,user modelling,adaptive learning,educational standards,learning objects,web accessibility",Universidad Politécnica de Valencia,Universidad Politécnica de Valencia
David Roldán,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Universidad Politécnica de Valencia,Wageningen University
David Roldán,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Universidad Politécnica de Valencia,Wageningen University
David Roldán,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Universidad Politécnica de Valencia,Wageningen University
Félix Buendía,Rob J.M. Hartog,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Universidad Politécnica de Valencia,Wageningen University
Félix Buendía,Adrie J.M. Beulens,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Universidad Politécnica de Valencia,Wageningen University
Félix Buendía,Johannes Tramper,POINT (-3.7035825 40.4167047),POINT (5.668298061827958 51.9685817),learning objects,Universidad Politécnica de Valencia,Wageningen University
Benjamim Fonseca,Leonel Morgado,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"game based learning,technology enhanced learning,entrepreneurship,facebook,entrepreneurship education,computers in education,business education,serious games,eu project",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro
