source,source_location,target,target_location,WEIGHT,TYPE,PERIOD,source_coordinates,source_address,target_coordinates,target_address
Gortyn,Gortyn,Paphos,Paphos,1,ESC,10,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Gortyn,Gortyn,Samos_(Heraion),Samos_(Heraion),1,ESC,10,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Gortyn,Gortyn,Sykea,Sykea,1,ESC,10,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Gortyn,Gortyn,Troia/Ilion,Troia/Ilion,2,ESC,10,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Gortyn,Gortyn,Stobi,Stobi,1,ESC,10,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Gortyn,Gortyn,Pergamon,Pergamon,1,ESC,10,POINT (-8.203334514682723 53.1244519),"Gortyneill, Loughrea Municipal District, Éire / Ireland",POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye"
Jerusalem,Jerusalem,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT (35.2257626 31.7788242),"ירושלים, מחוז ירושלים, ישראל",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Kallion,Kallion,Kenchreai,Kenchreai,1,ESC,10,POINT (30.5494642 62.8273925),"Kallion kanava, Suomi",POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Kallion,Kallion,Knossos,Knossos,1,ESC,10,POINT (30.5494642 62.8273925),"Kallion kanava, Suomi",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Kallion,Kallion,Paphos,Paphos,1,ESC,10,POINT (30.5494642 62.8273925),"Kallion kanava, Suomi",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Kallion,Kallion,Samos_(Heraion),Samos_(Heraion),1,ESC,10,POINT (30.5494642 62.8273925),"Kallion kanava, Suomi",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Kallion,Kallion,Sykea,Sykea,1,ESC,10,POINT (30.5494642 62.8273925),"Kallion kanava, Suomi",POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Kallion,Kallion,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT (30.5494642 62.8273925),"Kallion kanava, Suomi",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Kastro_Tigani,Kastro_Tigani,Knossos,Knossos,1,ESC,10,POINT EMPTY,,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Kastro_Tigani,Kastro_Tigani,Kourion,Kourion,1,ESC,10,POINT EMPTY,,POINT (32.88772345100021 34.65774705),Kourion Beach
Kastro_Tigani,Kastro_Tigani,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT EMPTY,,POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Kenchreai,Kenchreai,Knossos,Knossos,1,ESC,10,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Kenchreai,Kenchreai,Paphos,Paphos,1,ESC,10,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Kenchreai,Kenchreai,Samos_(Heraion),Samos_(Heraion),1,ESC,10,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Kenchreai,Kenchreai,Sykea,Sykea,1,ESC,10,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Kenchreai,Kenchreai,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT (22.671475723579373 37.58728415),"Πυραμίδα Ελληνικού, Κεφαλλάρι - Ελληνικό, Κεφαλλάρι - Ελληνικό, Δημοτική Ενότητα Άργους, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Knossos,Knossos,Stobi,Stobi,1,ESC,10,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Knossos,Knossos,Paphos,Paphos,1,ESC,10,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Knossos,Knossos,Samos_(Heraion),Samos_(Heraion),1,ESC,10,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Knossos,Knossos,Sykea,Sykea,1,ESC,10,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Knossos,Knossos,Troia/Ilion,Troia/Ilion,2,ESC,10,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Knossos,Knossos,Kourion,Kourion,1,ESC,10,POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada",POINT (32.88772345100021 34.65774705),Kourion Beach
Kourion,Kourion,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT (32.88772345100021 34.65774705),Kourion Beach,POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Paphos,Paphos,Troia/Ilion,Troia/Ilion,3,ESC,10,POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Paphos,Paphos,Samos_(Heraion),Samos_(Heraion),2,ESC,10,POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Paphos,Paphos,Sykea,Sykea,1,ESC,10,POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs",POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Paphos,Paphos,Stobi,Stobi,1,ESC,10,POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Paphos,Paphos,Pergamon,Pergamon,1,ESC,10,POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs",POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye"
Pergamon,Pergamon,Samos_(Heraion),Samos_(Heraion),1,ESC,10,POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye",POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς"
Pergamon,Pergamon,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT (27.184482062851757 39.13062255),"Pergamon, Hellenistic Portico, 35700, Hellenistic Portico, Bergama, İzmir, Türkiye",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Samos_(Heraion),Samos_(Heraion),Sykea,Sykea,1,ESC,10,POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς",POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς"
Samos_(Heraion),Samos_(Heraion),Troia/Ilion,Troia/Ilion,2,ESC,10,POINT (26.88602994419304 37.6720003),"Ηραίο, Ιερά Οδός, 831 03, Ιερά Οδός, Δημοτική Ενότητα Πυθαγορείου, Αποκεντρωμένη Διοίκηση Αιγαίου, Ελλάς",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Stobi,Stobi,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Sykea,Sykea,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT (22.657072896086547 38.0620134),"Κοινότητα Συκέας, Δημοτική Ενότητα Ξυλοκάστρου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Tel_Anafa,Tel_Anafa,Troia/Ilion,Troia/Ilion,1,ESC,10,POINT EMPTY,,POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Alexandreia,Alexandreia,Anemorion,Anemorion,1,ESC,11,POINT (22.4510895 40.6285651),"Αλεξάνδρεια, 59300, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, Ελλάς",POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye"
Alexandreia,Alexandreia,Apollo_Smintheion,Apollo_Smintheion,1,ESC,11,POINT (22.4510895 40.6285651),"Αλεξάνδρεια, 59300, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, Ελλάς",POINT EMPTY,
Alexandreia,Alexandreia,Assos,Assos,1,ESC,11,POINT (22.4510895 40.6285651),"Αλεξάνδρεια, 59300, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, Ελλάς",POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Alexandreia,Alexandreia,Tel_Anafa,Tel_Anafa,1,ESC,11,POINT (22.4510895 40.6285651),"Αλεξάνδρεια, 59300, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, Ελλάς",POINT EMPTY,
Alexandreia,Alexandreia,Troia/Ilion,Troia/Ilion,1,ESC,11,POINT (22.4510895 40.6285651),"Αλεξάνδρεια, 59300, Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης, Ελλάς",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Amorion,Amorion,Apollo_Smintheion,Apollo_Smintheion,1,ESC,11,POINT (31.296057506091945 39.0231965),"Amorium, Hisarköy, Afyonkarahisar, Türkiye",POINT EMPTY,
Amorion,Amorion,Assos,Assos,1,ESC,11,POINT (31.296057506091945 39.0231965),"Amorium, Hisarköy, Afyonkarahisar, Türkiye",POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Amorion,Amorion,Paphos,Paphos,1,ESC,11,POINT (31.296057506091945 39.0231965),"Amorium, Hisarköy, Afyonkarahisar, Türkiye",POINT (32.49720079188586 34.9170582),"Πάφος, Κύπρος, Κύπρος - Kıbrıs"
Amorion,Amorion,Troia/Ilion,Troia/Ilion,1,ESC,11,POINT (31.296057506091945 39.0231965),"Amorium, Hisarköy, Afyonkarahisar, Türkiye",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Amygdalea,Amygdalea,Anemorion,Anemorion,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye"
Amygdalea,Amygdalea,Apollo_Smintheion,Apollo_Smintheion,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT EMPTY,
Amygdalea,Amygdalea,Argos,Argos,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France"
Amygdalea,Amygdalea,Assos,Assos,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Amygdalea,Amygdalea,Athens,Athens,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-83.376398 33.9597677),"Athens, Georgia, United States"
Amygdalea,Amygdalea,Ephesos,Ephesos,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (16.36523914798027 48.205654100000004),"Ephesos-Museum, Heldenplatz, 1010, Heldenplatz, Wien, Österreich"
Amygdalea,Amygdalea,Knossos,Knossos,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (-73.46775827236172 45.4493191),"Place Knossos, Brossard, Québec, Canada"
Amygdalea,Amygdalea,Stobi,Stobi,1,ESC,11,POINT (22.8971283 37.0761245),"Αμυγδαλιά, 22300, Δημοτική Ενότητα Λεωνιδίου, Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου, Ελλάς",POINT (21.973276975454738 41.551977449999995),"Стоби, 1422, Градско, Вардарски СР, Северна Македонија"
Anemorion,Anemorion,Apollo_Smintheion,Apollo_Smintheion,2,ESC,11,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT EMPTY,
Anemorion,Anemorion,Assos,Assos,2,ESC,11,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (26.336369194593825 39.48894145),"Assos, İskele Köyü Yolu, İskele Köyü Yolu, Ayvacık, Çanakkale, Türkiye"
Anemorion,Anemorion,Tel_Anafa,Tel_Anafa,1,ESC,11,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT EMPTY,
Anemorion,Anemorion,Troia/Ilion,Troia/Ilion,1,ESC,11,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (23.2963196 42.7091132),"ж.к. Света Троица, 1309, София, Бългaрия"
Anemorion,Anemorion,Argos,Argos,1,ESC,11,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (-0.8926005 47.6172265),"Chazé-sur-Argos, 49500, Pays de la Loire, France"
Anemorion,Anemorion,Athens,Athens,1,ESC,11,POINT (32.80393198906313 36.023994349999995),"Anamurium, Toki Sokak, 33630, Toki Sokak, Anamur, Mersin, Türkiye",POINT (-83.376398 33.9597677),"Athens, Georgia, United States"
