source,target,source_coordinates,target_coordinates
Miroslav Minović,Jose María Alvarez Rodríguez,POINT (-111.184535 45.773279),POINT (-5.8483581 43.3618625)
Miroslav Minović,Diego Berrueta Muñoz,POINT (-111.184535 45.773279),POINT (-5.66275 43.5449422)
Miroslav Minović,Luis Polo Paredes,POINT (-111.184535 45.773279),POINT (-5.66275 43.5449422)
Miroslav Minović,Jose Emilio Labra Gayo,POINT (-111.184535 45.773279),POINT (-5.8483581 43.3618625)
Miroslav Minović,Christos Kalloniatis,POINT (-111.184535 45.773279),POINT (26.554788 39.1037355)
Miroslav Minović,Shareeful Islam,POINT (-111.184535 45.773279),POINT (-0.1277653 51.5074456)
Miroslav Minović,Marc-Philippe Huget,POINT (-111.184535 45.773279),POINT (6.086008679698335 45.7806512)
Miroslav Minović,Stefanos Gritzalis,POINT (-111.184535 45.773279),POINT (26.554788 39.1037355)
Miroslav Minović,Ismael Caballero,POINT (-111.184535 45.773279),POINT (-3.9285138 38.9854201)
Miroslav Minović,Alberto Freitas,POINT (-111.184535 45.773279),POINT (-8.6107884 41.1494512)
Starčević Dušan,Miguel García Rodríguez,POINT (-111.184535 45.773279),POINT (-5.8483581 43.3618625)
Starčević Dušan,Jose María Alvarez Rodríguez,POINT (-111.184535 45.773279),POINT (-5.8483581 43.3618625)
Starčević Dušan,Diego Berrueta Muñoz,POINT (-111.184535 45.773279),POINT (-5.66275 43.5449422)
Starčević Dušan,Luis Polo Paredes,POINT (-111.184535 45.773279),POINT (-5.66275 43.5449422)
Starčević Dušan,Jose Emilio Labra Gayo,POINT (-111.184535 45.773279),POINT (-5.8483581 43.3618625)
Starčević Dušan,Christos Kalloniatis,POINT (-111.184535 45.773279),POINT (26.554788 39.1037355)
Starčević Dušan,Shareeful Islam,POINT (-111.184535 45.773279),POINT (-0.1277653 51.5074456)
Starčević Dušan,Marc-Philippe Huget,POINT (-111.184535 45.773279),POINT (6.086008679698335 45.7806512)
Starčević Dušan,Stefanos Gritzalis,POINT (-111.184535 45.773279),POINT (26.554788 39.1037355)
Starčević Dušan,Ismael Caballero,POINT (-111.184535 45.773279),POINT (-3.9285138 38.9854201)
Starčević Dušan,Alberto Freitas,POINT (-111.184535 45.773279),POINT (-8.6107884 41.1494512)
Miguel García Rodríguez,Jose María Alvarez Rodríguez,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Miguel García Rodríguez,Diego Berrueta Muñoz,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
Miguel García Rodríguez,Luis Polo Paredes,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
Miguel García Rodríguez,Jose Emilio Labra Gayo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Miguel García Rodríguez,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006)
Miguel García Rodríguez,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006)
Miguel García Rodríguez,Tarek F. Gharib,POINT (-5.8483581 43.3618625),POINT (39.1653612 21.5810088)
Miguel García Rodríguez,Nagwa Badr,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879)
Miguel García Rodríguez,Shaimaa Haridy,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879)
Miguel García Rodríguez,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364)
Jose María Alvarez Rodríguez,Diego Berrueta Muñoz,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
Jose María Alvarez Rodríguez,Luis Polo Paredes,POINT (-5.8483581 43.3618625),POINT (-5.66275 43.5449422)
Jose María Alvarez Rodríguez,Jose Emilio Labra Gayo,POINT (-5.8483581 43.3618625),POINT (-5.8483581 43.3618625)
Jose María Alvarez Rodríguez,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006)
Jose María Alvarez Rodríguez,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006)
Jose María Alvarez Rodríguez,Tarek F. Gharib,POINT (-5.8483581 43.3618625),POINT (39.1653612 21.5810088)
Jose María Alvarez Rodríguez,Nagwa Badr,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879)
Jose María Alvarez Rodríguez,Shaimaa Haridy,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879)
Jose María Alvarez Rodríguez,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364)
Diego Berrueta Muñoz,Luis Polo Paredes,POINT (-5.66275 43.5449422),POINT (-5.66275 43.5449422)
Diego Berrueta Muñoz,Jose Emilio Labra Gayo,POINT (-5.66275 43.5449422),POINT (-5.8483581 43.3618625)
Diego Berrueta Muñoz,Thijs Baars,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006)
Diego Berrueta Muñoz,Marco Spruit,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006)
Diego Berrueta Muñoz,Tarek F. Gharib,POINT (-5.66275 43.5449422),POINT (39.1653612 21.5810088)
Diego Berrueta Muñoz,Nagwa Badr,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879)
Diego Berrueta Muñoz,Shaimaa Haridy,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879)
Diego Berrueta Muñoz,Ajith Abraham,POINT (-5.66275 43.5449422),POINT (-1.57027 55.1832364)
Luis Polo Paredes,Jose Emilio Labra Gayo,POINT (-5.66275 43.5449422),POINT (-5.8483581 43.3618625)
Luis Polo Paredes,Thijs Baars,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006)
Luis Polo Paredes,Marco Spruit,POINT (-5.66275 43.5449422),POINT (5.1215634 52.0907006)
Luis Polo Paredes,Tarek F. Gharib,POINT (-5.66275 43.5449422),POINT (39.1653612 21.5810088)
Luis Polo Paredes,Nagwa Badr,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879)
Luis Polo Paredes,Shaimaa Haridy,POINT (-5.66275 43.5449422),POINT (31.2357257 30.0443879)
Luis Polo Paredes,Ajith Abraham,POINT (-5.66275 43.5449422),POINT (-1.57027 55.1832364)
Jose Emilio Labra Gayo,Thijs Baars,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006)
Jose Emilio Labra Gayo,Marco Spruit,POINT (-5.8483581 43.3618625),POINT (5.1215634 52.0907006)
Jose Emilio Labra Gayo,Tarek F. Gharib,POINT (-5.8483581 43.3618625),POINT (39.1653612 21.5810088)
Jose Emilio Labra Gayo,Nagwa Badr,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879)
Jose Emilio Labra Gayo,Shaimaa Haridy,POINT (-5.8483581 43.3618625),POINT (31.2357257 30.0443879)
Jose Emilio Labra Gayo,Ajith Abraham,POINT (-5.8483581 43.3618625),POINT (-1.57027 55.1832364)
Christos Kalloniatis,Shareeful Islam,POINT (26.554788 39.1037355),POINT (-0.1277653 51.5074456)
Christos Kalloniatis,Marc-Philippe Huget,POINT (26.554788 39.1037355),POINT (6.086008679698335 45.7806512)
Christos Kalloniatis,Stefanos Gritzalis,POINT (26.554788 39.1037355),POINT (26.554788 39.1037355)
Christos Kalloniatis,Pedro Martinez-Julia,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795)
Christos Kalloniatis,Antonio F. Gómez-Skarmeta,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795)
Christos Kalloniatis,Ismael Caballero,POINT (26.554788 39.1037355),POINT (-3.9285138 38.9854201)
Christos Kalloniatis,Alberto Freitas,POINT (26.554788 39.1037355),POINT (-8.6107884 41.1494512)
Shareeful Islam,Marc-Philippe Huget,POINT (-0.1277653 51.5074456),POINT (6.086008679698335 45.7806512)
Shareeful Islam,Stefanos Gritzalis,POINT (-0.1277653 51.5074456),POINT (26.554788 39.1037355)
Shareeful Islam,Pedro Martinez-Julia,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795)
Shareeful Islam,Antonio F. Gómez-Skarmeta,POINT (-0.1277653 51.5074456),POINT (-1.1305431 37.9923795)
Shareeful Islam,Ismael Caballero,POINT (-0.1277653 51.5074456),POINT (-3.9285138 38.9854201)
Shareeful Islam,Alberto Freitas,POINT (-0.1277653 51.5074456),POINT (-8.6107884 41.1494512)
Marc-Philippe Huget,Stefanos Gritzalis,POINT (6.086008679698335 45.7806512),POINT (26.554788 39.1037355)
Marc-Philippe Huget,Pedro Martinez-Julia,POINT (6.086008679698335 45.7806512),POINT (-1.1305431 37.9923795)
Marc-Philippe Huget,Antonio F. Gómez-Skarmeta,POINT (6.086008679698335 45.7806512),POINT (-1.1305431 37.9923795)
Marc-Philippe Huget,Ismael Caballero,POINT (6.086008679698335 45.7806512),POINT (-3.9285138 38.9854201)
Marc-Philippe Huget,Alberto Freitas,POINT (6.086008679698335 45.7806512),POINT (-8.6107884 41.1494512)
Stefanos Gritzalis,Pedro Martinez-Julia,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795)
Stefanos Gritzalis,Antonio F. Gómez-Skarmeta,POINT (26.554788 39.1037355),POINT (-1.1305431 37.9923795)
Stefanos Gritzalis,Ismael Caballero,POINT (26.554788 39.1037355),POINT (-3.9285138 38.9854201)
Stefanos Gritzalis,Alberto Freitas,POINT (26.554788 39.1037355),POINT (-8.6107884 41.1494512)
Rahul Rastogi,Rossouw von Solms,POINT (25.6186512 -33.9618359),POINT (25.6186512 -33.9618359)
Pedro Martinez-Julia,Antonio F. Gómez-Skarmeta,POINT (-1.1305431 37.9923795),POINT (-1.1305431 37.9923795)
Thijs Baars,Marco Spruit,POINT (5.1215634 52.0907006),POINT (5.1215634 52.0907006)
Reijo M. Savola,Christian Frühwirth,POINT (25.4716809 65.0118734),POINT (24.6568435 60.2047672)
Reijo M. Savola,Ari Pietikäinen,POINT (25.4716809 65.0118734),POINT (24.4406694 60.1227857)
Christian Frühwirth,Ari Pietikäinen,POINT (24.6568435 60.2047672),POINT (24.4406694 60.1227857)
Ismael Caballero,Alberto Freitas,POINT (-3.9285138 38.9854201),POINT (-8.6107884 41.1494512)
Ismael Caballero,Hongming Cai,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707)
Ismael Caballero,Boyi Xu,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707)
Ismael Caballero,Fenglin Bu,POINT (-3.9285138 38.9854201),POINT (121.4700152 31.2312707)
Ismael Caballero,José Luis Hernández,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201)
Ismael Caballero,Aurora Vizcaíno,POINT (-3.9285138 38.9854201),POINT (-3.9285138 38.9854201)
Ismael Caballero,Gabriela Aranda,POINT (-3.9285138 38.9854201),POINT (-69.832275 -38.3695057)
Alberto Freitas,Hongming Cai,POINT (-8.6107884 41.1494512),POINT (121.4700152 31.2312707)
Alberto Freitas,Boyi Xu,POINT (-8.6107884 41.1494512),POINT (121.4700152 31.2312707)
Alberto Freitas,Fenglin Bu,POINT (-8.6107884 41.1494512),POINT (121.4700152 31.2312707)
Sipho Ngobeni,Hein Venter,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Sipho Ngobeni,Ivan Burke,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Hein Venter,Ivan Burke,POINT (28.1879101 -25.7459277),POINT (28.1879101 -25.7459277)
Lin Ding,Jie Guan,POINT (113.6191483 34.7487244),POINT (113.6191483 34.7487244)
Lin Ding,Wen-long Sun,POINT (113.6191483 34.7487244),POINT (113.6191483 34.7487244)
Jie Guan,Wen-long Sun,POINT (113.6191483 34.7487244),POINT (113.6191483 34.7487244)
Atulya K. Nagar,Musrrat Ali,POINT (-2.99168 53.4071991),POINT (127.0287472 37.2633325)
Atulya K. Nagar,Millie Pant,POINT (-2.99168 53.4071991),POINT (77.5427464 29.9637438)
Atulya K. Nagar,Chang Wook Ahn,POINT (-2.99168 53.4071991),POINT (127.0287472 37.2633325)
T. Robinson,Susan Elias,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939)
T. Robinson,Vanaja Gokul,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939)
T. Robinson,Kamala Krithivasan,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939)
T. Robinson,Marian Gheorghe,POINT (-2.99168 53.4071991),POINT (-1.4702278 53.3806626)
T. Robinson,Gexiang Zhang,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324)
T. Robinson,Yunyun Niu,POINT (-2.99168 53.4071991),POINT (114.2999353 30.5951051)
T. Robinson,Jinbang Xu,POINT (-2.99168 53.4071991),POINT (114.2999353 30.5951051)
T. Robinson,K.G. Subramanian,POINT (-2.99168 53.4071991),POINT (8.2502533 45.0332014)
T. Robinson,Rosni Abdullah,POINT (-2.99168 53.4071991),POINT (8.2502533 45.0332014)
T. Robinson,A.S. Prasanna Venkatesan,POINT (-2.99168 53.4071991),POINT (80.270186 13.0836939)
T. Robinson,D.G. Thomas,POINT (-2.99168 53.4071991),POINT (78.6677428 22.3511148)
T. Robinson,Fen Zhou,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324)
T. Robinson,Xiaoli Huang,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324)
T. Robinson,Jixiang Cheng,POINT (-2.99168 53.4071991),POINT (104.0708278 30.7001324)
T. Robinson,Florentin Ipate,POINT (-2.99168 53.4071991),POINT (24.8719422 44.8572343)
T. Robinson,Raluca Lefticaru,POINT (-2.99168 53.4071991),POINT (24.8719422 44.8572343)
Susan Elias,Vanaja Gokul,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Susan Elias,Kamala Krithivasan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Susan Elias,Marian Gheorghe,POINT (80.270186 13.0836939),POINT (-1.4702278 53.3806626)
Susan Elias,Gexiang Zhang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Susan Elias,Yunyun Niu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051)
Susan Elias,Jinbang Xu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051)
Susan Elias,K.G. Subramanian,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014)
Susan Elias,Rosni Abdullah,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014)
Susan Elias,A.S. Prasanna Venkatesan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Susan Elias,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148)
Susan Elias,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Susan Elias,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Susan Elias,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Susan Elias,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
Susan Elias,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
Vanaja Gokul,Kamala Krithivasan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Vanaja Gokul,Marian Gheorghe,POINT (80.270186 13.0836939),POINT (-1.4702278 53.3806626)
Vanaja Gokul,Gexiang Zhang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Vanaja Gokul,Yunyun Niu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051)
Vanaja Gokul,Jinbang Xu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051)
Vanaja Gokul,K.G. Subramanian,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014)
Vanaja Gokul,Rosni Abdullah,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014)
Vanaja Gokul,A.S. Prasanna Venkatesan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Vanaja Gokul,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148)
Vanaja Gokul,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Vanaja Gokul,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Vanaja Gokul,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Vanaja Gokul,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
Vanaja Gokul,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
Kamala Krithivasan,Marian Gheorghe,POINT (80.270186 13.0836939),POINT (-1.4702278 53.3806626)
Kamala Krithivasan,Gexiang Zhang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Kamala Krithivasan,Yunyun Niu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051)
Kamala Krithivasan,Jinbang Xu,POINT (80.270186 13.0836939),POINT (114.2999353 30.5951051)
Kamala Krithivasan,K.G. Subramanian,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014)
Kamala Krithivasan,Rosni Abdullah,POINT (80.270186 13.0836939),POINT (8.2502533 45.0332014)
Kamala Krithivasan,A.S. Prasanna Venkatesan,POINT (80.270186 13.0836939),POINT (80.270186 13.0836939)
Kamala Krithivasan,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148)
Kamala Krithivasan,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Kamala Krithivasan,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Kamala Krithivasan,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
Kamala Krithivasan,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
Kamala Krithivasan,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
Marian Gheorghe,Gexiang Zhang,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324)
Marian Gheorghe,Yunyun Niu,POINT (-1.4702278 53.3806626),POINT (114.2999353 30.5951051)
Marian Gheorghe,Jinbang Xu,POINT (-1.4702278 53.3806626),POINT (114.2999353 30.5951051)
Marian Gheorghe,K.G. Subramanian,POINT (-1.4702278 53.3806626),POINT (8.2502533 45.0332014)
Marian Gheorghe,Rosni Abdullah,POINT (-1.4702278 53.3806626),POINT (8.2502533 45.0332014)
Marian Gheorghe,A.S. Prasanna Venkatesan,POINT (-1.4702278 53.3806626),POINT (80.270186 13.0836939)
Marian Gheorghe,D.G. Thomas,POINT (-1.4702278 53.3806626),POINT (78.6677428 22.3511148)
Marian Gheorghe,Fen Zhou,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324)
Marian Gheorghe,Xiaoli Huang,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324)
Marian Gheorghe,Jixiang Cheng,POINT (-1.4702278 53.3806626),POINT (104.0708278 30.7001324)
Marian Gheorghe,Florentin Ipate,POINT (-1.4702278 53.3806626),POINT (24.8719422 44.8572343)
Marian Gheorghe,Raluca Lefticaru,POINT (-1.4702278 53.3806626),POINT (24.8719422 44.8572343)
Marian Gheorghe,Kusum Deep,POINT (-1.4702278 53.3806626),POINT (77.8902124 29.8693496)
Marian Gheorghe,Jagdish Chand Bansal,POINT (-1.4702278 53.3806626),POINT (78.1573628 26.2037247)
Gexiang Zhang,Yunyun Niu,POINT (104.0708278 30.7001324),POINT (114.2999353 30.5951051)
Gexiang Zhang,Jinbang Xu,POINT (104.0708278 30.7001324),POINT (114.2999353 30.5951051)
Gexiang Zhang,K.G. Subramanian,POINT (104.0708278 30.7001324),POINT (8.2502533 45.0332014)
Gexiang Zhang,Rosni Abdullah,POINT (104.0708278 30.7001324),POINT (8.2502533 45.0332014)
Gexiang Zhang,A.S. Prasanna Venkatesan,POINT (104.0708278 30.7001324),POINT (80.270186 13.0836939)
Gexiang Zhang,D.G. Thomas,POINT (104.0708278 30.7001324),POINT (78.6677428 22.3511148)
Gexiang Zhang,Fen Zhou,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324)
Gexiang Zhang,Xiaoli Huang,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324)
Gexiang Zhang,Jixiang Cheng,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324)
Gexiang Zhang,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Gexiang Zhang,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Gexiang Zhang,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496)
Gexiang Zhang,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247)
Yunyun Niu,Jinbang Xu,POINT (114.2999353 30.5951051),POINT (114.2999353 30.5951051)
Yunyun Niu,K.G. Subramanian,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014)
Yunyun Niu,Rosni Abdullah,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014)
Yunyun Niu,A.S. Prasanna Venkatesan,POINT (114.2999353 30.5951051),POINT (80.270186 13.0836939)
Yunyun Niu,D.G. Thomas,POINT (114.2999353 30.5951051),POINT (78.6677428 22.3511148)
Yunyun Niu,Fen Zhou,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324)
Yunyun Niu,Xiaoli Huang,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324)
Yunyun Niu,Jixiang Cheng,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324)
Yunyun Niu,Florentin Ipate,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343)
Yunyun Niu,Raluca Lefticaru,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343)
Jinbang Xu,K.G. Subramanian,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014)
Jinbang Xu,Rosni Abdullah,POINT (114.2999353 30.5951051),POINT (8.2502533 45.0332014)
Jinbang Xu,A.S. Prasanna Venkatesan,POINT (114.2999353 30.5951051),POINT (80.270186 13.0836939)
Jinbang Xu,D.G. Thomas,POINT (114.2999353 30.5951051),POINT (78.6677428 22.3511148)
Jinbang Xu,Fen Zhou,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324)
Jinbang Xu,Xiaoli Huang,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324)
Jinbang Xu,Jixiang Cheng,POINT (114.2999353 30.5951051),POINT (104.0708278 30.7001324)
Jinbang Xu,Florentin Ipate,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343)
Jinbang Xu,Raluca Lefticaru,POINT (114.2999353 30.5951051),POINT (24.8719422 44.8572343)
K.G. Subramanian,Rosni Abdullah,POINT (8.2502533 45.0332014),POINT (8.2502533 45.0332014)
K.G. Subramanian,A.S. Prasanna Venkatesan,POINT (8.2502533 45.0332014),POINT (80.270186 13.0836939)
K.G. Subramanian,D.G. Thomas,POINT (8.2502533 45.0332014),POINT (78.6677428 22.3511148)
K.G. Subramanian,Fen Zhou,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324)
K.G. Subramanian,Xiaoli Huang,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324)
K.G. Subramanian,Jixiang Cheng,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324)
K.G. Subramanian,Florentin Ipate,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343)
K.G. Subramanian,Raluca Lefticaru,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343)
Rosni Abdullah,A.S. Prasanna Venkatesan,POINT (8.2502533 45.0332014),POINT (80.270186 13.0836939)
Rosni Abdullah,D.G. Thomas,POINT (8.2502533 45.0332014),POINT (78.6677428 22.3511148)
Rosni Abdullah,Fen Zhou,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324)
Rosni Abdullah,Xiaoli Huang,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324)
Rosni Abdullah,Jixiang Cheng,POINT (8.2502533 45.0332014),POINT (104.0708278 30.7001324)
Rosni Abdullah,Florentin Ipate,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343)
Rosni Abdullah,Raluca Lefticaru,POINT (8.2502533 45.0332014),POINT (24.8719422 44.8572343)
A.S. Prasanna Venkatesan,D.G. Thomas,POINT (80.270186 13.0836939),POINT (78.6677428 22.3511148)
A.S. Prasanna Venkatesan,Fen Zhou,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
A.S. Prasanna Venkatesan,Xiaoli Huang,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
A.S. Prasanna Venkatesan,Jixiang Cheng,POINT (80.270186 13.0836939),POINT (104.0708278 30.7001324)
A.S. Prasanna Venkatesan,Florentin Ipate,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
A.S. Prasanna Venkatesan,Raluca Lefticaru,POINT (80.270186 13.0836939),POINT (24.8719422 44.8572343)
D.G. Thomas,Fen Zhou,POINT (78.6677428 22.3511148),POINT (104.0708278 30.7001324)
D.G. Thomas,Xiaoli Huang,POINT (78.6677428 22.3511148),POINT (104.0708278 30.7001324)
D.G. Thomas,Jixiang Cheng,POINT (78.6677428 22.3511148),POINT (104.0708278 30.7001324)
D.G. Thomas,Florentin Ipate,POINT (78.6677428 22.3511148),POINT (24.8719422 44.8572343)
D.G. Thomas,Raluca Lefticaru,POINT (78.6677428 22.3511148),POINT (24.8719422 44.8572343)
Fen Zhou,Xiaoli Huang,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324)
Fen Zhou,Jixiang Cheng,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324)
Fen Zhou,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Fen Zhou,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Fen Zhou,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496)
Fen Zhou,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247)
Xiaoli Huang,Jixiang Cheng,POINT (104.0708278 30.7001324),POINT (104.0708278 30.7001324)
Xiaoli Huang,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Xiaoli Huang,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Xiaoli Huang,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496)
Xiaoli Huang,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247)
Jixiang Cheng,Florentin Ipate,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Jixiang Cheng,Raluca Lefticaru,POINT (104.0708278 30.7001324),POINT (24.8719422 44.8572343)
Jixiang Cheng,Kusum Deep,POINT (104.0708278 30.7001324),POINT (77.8902124 29.8693496)
Jixiang Cheng,Jagdish Chand Bansal,POINT (104.0708278 30.7001324),POINT (78.1573628 26.2037247)
Florentin Ipate,Raluca Lefticaru,POINT (24.8719422 44.8572343),POINT (24.8719422 44.8572343)
Florentin Ipate,Kusum Deep,POINT (24.8719422 44.8572343),POINT (77.8902124 29.8693496)
Florentin Ipate,Jagdish Chand Bansal,POINT (24.8719422 44.8572343),POINT (78.1573628 26.2037247)
Raluca Lefticaru,Kusum Deep,POINT (24.8719422 44.8572343),POINT (77.8902124 29.8693496)
Raluca Lefticaru,Jagdish Chand Bansal,POINT (24.8719422 44.8572343),POINT (78.1573628 26.2037247)
Kusum Deep,Jagdish Chand Bansal,POINT (77.8902124 29.8693496),POINT (78.1573628 26.2037247)
Musrrat Ali,Millie Pant,POINT (127.0287472 37.2633325),POINT (77.5427464 29.9637438)
