source,target,source_coordinates,target_coordinates
Nelson Piedra,Jarosław Koźlak,POINT (-79.8053425 -4.0528506),POINT (19.9368564 50.0619474)
Nelson Piedra,Patricia Ordóñez de Pablos,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Nelson Piedra,Miguel García Rodríguez,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Nelson Piedra,Jose María Alvarez Rodríguez,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Nelson Piedra,Diego Berrueta Muñoz,POINT (-79.8053425 -4.0528506),POINT (-5.66275 43.5449422)
Nelson Piedra,Luis Polo Paredes,POINT (-79.8053425 -4.0528506),POINT (-5.66275 43.5449422)
Nelson Piedra,Jose Emilio Labra Gayo,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Nelson Piedra,Tarek F. Gharib,POINT (-79.8053425 -4.0528506),POINT (39.1653612 21.5810088)
Nelson Piedra,Nagwa Badr,POINT (-79.8053425 -4.0528506),POINT (31.2357257 30.0443879)
Nelson Piedra,Shaimaa Haridy,POINT (-79.8053425 -4.0528506),POINT (31.2357257 30.0443879)
Nelson Piedra,Ajith Abraham,POINT (-79.8053425 -4.0528506),POINT (-1.57027 55.1832364)
Janneth Chicaiza,Jorge Lopez,POINT (-79.8053425 -4.0528506),POINT (-79.8053425 -4.0528506)
Janneth Chicaiza,Oscar Martinez-Bonastre,POINT (-79.8053425 -4.0528506),POINT (-0.6988391 38.2653307)
Janneth Chicaiza,Przemysław Kazienko,POINT (-79.8053425 -4.0528506),POINT (17.0326689 51.1089776)
Janneth Chicaiza,I-Hsing Ting,POINT (-79.8053425 -4.0528506),POINT (120.3120375 22.6203348)
Janneth Chicaiza,Pei Shan Chang,POINT (-79.8053425 -4.0528506),POINT (120.3120375 22.6203348)
Janneth Chicaiza,Shyue-Liang Wang,POINT (-79.8053425 -4.0528506),POINT (120.3120375 22.6203348)
Janneth Chicaiza,Anna Zygmunt,POINT (-79.8053425 -4.0528506),POINT (19.9368564 50.0619474)
Janneth Chicaiza,Piotr Bródka,POINT (-79.8053425 -4.0528506),POINT (17.0326689 51.1089776)
Janneth Chicaiza,Jarosław Koźlak,POINT (-79.8053425 -4.0528506),POINT (19.9368564 50.0619474)
Janneth Chicaiza,Patricia Ordóñez de Pablos,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Janneth Chicaiza,Miguel García Rodríguez,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Janneth Chicaiza,Jose María Alvarez Rodríguez,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Janneth Chicaiza,Diego Berrueta Muñoz,POINT (-79.8053425 -4.0528506),POINT (-5.66275 43.5449422)
Janneth Chicaiza,Luis Polo Paredes,POINT (-79.8053425 -4.0528506),POINT (-5.66275 43.5449422)
Janneth Chicaiza,Jose Emilio Labra Gayo,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Janneth Chicaiza,Tarek F. Gharib,POINT (-79.8053425 -4.0528506),POINT (39.1653612 21.5810088)
Janneth Chicaiza,Nagwa Badr,POINT (-79.8053425 -4.0528506),POINT (31.2357257 30.0443879)
Janneth Chicaiza,Shaimaa Haridy,POINT (-79.8053425 -4.0528506),POINT (31.2357257 30.0443879)
Janneth Chicaiza,Ajith Abraham,POINT (-79.8053425 -4.0528506),POINT (-1.57027 55.1832364)
Jorge Lopez,Oscar Martinez-Bonastre,POINT (-79.8053425 -4.0528506),POINT (-0.6988391 38.2653307)
Jorge Lopez,Przemysław Kazienko,POINT (-79.8053425 -4.0528506),POINT (17.0326689 51.1089776)
Jorge Lopez,I-Hsing Ting,POINT (-79.8053425 -4.0528506),POINT (120.3120375 22.6203348)
Jorge Lopez,Pei Shan Chang,POINT (-79.8053425 -4.0528506),POINT (120.3120375 22.6203348)
Jorge Lopez,Shyue-Liang Wang,POINT (-79.8053425 -4.0528506),POINT (120.3120375 22.6203348)
Jorge Lopez,Anna Zygmunt,POINT (-79.8053425 -4.0528506),POINT (19.9368564 50.0619474)
Jorge Lopez,Piotr Bródka,POINT (-79.8053425 -4.0528506),POINT (17.0326689 51.1089776)
Jorge Lopez,Jarosław Koźlak,POINT (-79.8053425 -4.0528506),POINT (19.9368564 50.0619474)
Jorge Lopez,Patricia Ordóñez de Pablos,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Jorge Lopez,Miguel García Rodríguez,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Jorge Lopez,Jose María Alvarez Rodríguez,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Jorge Lopez,Diego Berrueta Muñoz,POINT (-79.8053425 -4.0528506),POINT (-5.66275 43.5449422)
Jorge Lopez,Luis Polo Paredes,POINT (-79.8053425 -4.0528506),POINT (-5.66275 43.5449422)
Jorge Lopez,Jose Emilio Labra Gayo,POINT (-79.8053425 -4.0528506),POINT (-5.8483581 43.3618625)
Jorge Lopez,Tarek F. Gharib,POINT (-79.8053425 -4.0528506),POINT (39.1653612 21.5810088)
Jorge Lopez,Nagwa Badr,POINT (-79.8053425 -4.0528506),POINT (31.2357257 30.0443879)
Jorge Lopez,Shaimaa Haridy,POINT (-79.8053425 -4.0528506),POINT (31.2357257 30.0443879)
Jorge Lopez,Ajith Abraham,POINT (-79.8053425 -4.0528506),POINT (-1.57027 55.1832364)
Oscar Martinez-Bonastre,Przemysław Kazienko,POINT (-0.6988391 38.2653307),POINT (17.0326689 51.1089776)
Oscar Martinez-Bonastre,I-Hsing Ting,POINT (-0.6988391 38.2653307),POINT (120.3120375 22.6203348)
Oscar Martinez-Bonastre,Pei Shan Chang,POINT (-0.6988391 38.2653307),POINT (120.3120375 22.6203348)
Oscar Martinez-Bonastre,Shyue-Liang Wang,POINT (-0.6988391 38.2653307),POINT (120.3120375 22.6203348)
Oscar Martinez-Bonastre,Anna Zygmunt,POINT (-0.6988391 38.2653307),POINT (19.9368564 50.0619474)
Oscar Martinez-Bonastre,Piotr Bródka,POINT (-0.6988391 38.2653307),POINT (17.0326689 51.1089776)
Oscar Martinez-Bonastre,Jarosław Koźlak,POINT (-0.6988391 38.2653307),POINT (19.9368564 50.0619474)
Oscar Martinez-Bonastre,Patricia Ordóñez de Pablos,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625)
Oscar Martinez-Bonastre,Miguel García Rodríguez,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625)
Oscar Martinez-Bonastre,Jose María Alvarez Rodríguez,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625)
Oscar Martinez-Bonastre,Diego Berrueta Muñoz,POINT (-0.6988391 38.2653307),POINT (-5.66275 43.5449422)
Oscar Martinez-Bonastre,Luis Polo Paredes,POINT (-0.6988391 38.2653307),POINT (-5.66275 43.5449422)
Oscar Martinez-Bonastre,Jose Emilio Labra Gayo,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625)
Oscar Martinez-Bonastre,Tarek F. Gharib,POINT (-0.6988391 38.2653307),POINT (39.1653612 21.5810088)
Oscar Martinez-Bonastre,Nagwa Badr,POINT (-0.6988391 38.2653307),POINT (31.2357257 30.0443879)
Oscar Martinez-Bonastre,Shaimaa Haridy,POINT (-0.6988391 38.2653307),POINT (31.2357257 30.0443879)
Oscar Martinez-Bonastre,Ajith Abraham,POINT (-0.6988391 38.2653307),POINT (-1.57027 55.1832364)
David Lizcano,Fernando Alonso,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
David Lizcano,Javier Soriano,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
David Lizcano,Genoveva López,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Fernando Alonso,Javier Soriano,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Fernando Alonso,Genoveva López,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Javier Soriano,Genoveva López,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047)
Nadeem Mahmood,S. M. Aqil Burney,POINT (67.2034654 25.0726735),POINT (67.2034654 25.0726735)
Nadeem Mahmood,Kamran Ahsan,POINT (67.2034654 25.0726735),POINT (-2.1163818 52.8063157)
S. M. Aqil Burney,Kamran Ahsan,POINT (67.2034654 25.0726735),POINT (-2.1163818 52.8063157)
Jorge Martinez-Gil,Ismael Navas-Delgado,POINT (-4.4216366 36.7213028),POINT (-4.4216366 36.7213028)
Jorge Martinez-Gil,Jose F. Aldana-Montes,POINT (-4.4216366 36.7213028),POINT (-4.4216366 36.7213028)
Jorge Martinez-Gil,Feiyu Lin,POINT (-4.4216366 36.7213028),POINT (119.9691539 31.8122623)
Jorge Martinez-Gil,Kurt Sandkuhl,POINT (-4.4216366 36.7213028),POINT (12.1400211 54.0886707)
Jorge Martinez-Gil,Shoukun Xu,POINT (-4.4216366 36.7213028),POINT (119.9691539 31.8122623)
Ismael Navas-Delgado,Jose F. Aldana-Montes,POINT (-4.4216366 36.7213028),POINT (-4.4216366 36.7213028)
Ismael Navas-Delgado,Feiyu Lin,POINT (-4.4216366 36.7213028),POINT (119.9691539 31.8122623)
Ismael Navas-Delgado,Kurt Sandkuhl,POINT (-4.4216366 36.7213028),POINT (12.1400211 54.0886707)
Ismael Navas-Delgado,Shoukun Xu,POINT (-4.4216366 36.7213028),POINT (119.9691539 31.8122623)
Jose F. Aldana-Montes,Feiyu Lin,POINT (-4.4216366 36.7213028),POINT (119.9691539 31.8122623)
Jose F. Aldana-Montes,Kurt Sandkuhl,POINT (-4.4216366 36.7213028),POINT (12.1400211 54.0886707)
Jose F. Aldana-Montes,Shoukun Xu,POINT (-4.4216366 36.7213028),POINT (119.9691539 31.8122623)
Goran Martinovic,Josip Balen,POINT (18.6953685 45.5548793),POINT (18.6953685 45.5548793)
Goran Martinovic,Bojan Cukic,POINT (18.6953685 45.5548793),POINT (-79.9559437 39.6296809)
Josip Balen,Bojan Cukic,POINT (18.6953685 45.5548793),POINT (-79.9559437 39.6296809)
Guillermo Vega-Gorgojo,Eduardo Gómez-Sánchez,POINT (-4.728562 41.6521328),POINT (-4.728562 41.6521328)
Guillermo Vega-Gorgojo,Miguel L. Bote-Lorenzo,POINT (-4.728562 41.6521328),POINT (-4.728562 41.6521328)
Eduardo Gómez-Sánchez,Miguel L. Bote-Lorenzo,POINT (-4.728562 41.6521328),POINT (-4.728562 41.6521328)
Isabella Rega,Francesca Fanni,POINT (8.9520281 46.0050102),POINT (8.9520281 46.0050102)
Stefan Minder,Michele Notari,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Stefan Minder,Felix Schmitz,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Stefan Minder,Rainer Hofer,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Stefan Minder,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Stefan Minder,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Stefan Minder,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Stefan Minder,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Stefan Minder,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Stefan Minder,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Stefan Minder,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995)
Michele Notari,Felix Schmitz,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Michele Notari,Rainer Hofer,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Michele Notari,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Michele Notari,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Michele Notari,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Michele Notari,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Michele Notari,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Michele Notari,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Michele Notari,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995)
Felix Schmitz,Rainer Hofer,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Felix Schmitz,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Felix Schmitz,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Felix Schmitz,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Felix Schmitz,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Felix Schmitz,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Felix Schmitz,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Felix Schmitz,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995)
Rainer Hofer,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742)
Rainer Hofer,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Rainer Hofer,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Rainer Hofer,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Rainer Hofer,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Rainer Hofer,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Rainer Hofer,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995)
Ulrich Woermann,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Ulrich Woermann,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512)
Ulrich Woermann,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Ulrich Woermann,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Ulrich Woermann,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942)
Ulrich Woermann,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995)
Mike Tissenbaum,Michelle Lui,POINT (-79.3839347 43.6534817),POINT (-79.3839347 43.6534817)
Mike Tissenbaum,James D. Slotta,POINT (-79.3839347 43.6534817),POINT (-79.3839347 43.6534817)
Michelle Lui,James D. Slotta,POINT (-79.3839347 43.6534817),POINT (-79.3839347 43.6534817)
Luca Botturi,Chiara Bramani,POINT (8.7954217 46.1695112),POINT (8.9520281 46.0050102)
Luca Botturi,Sean McCusker,POINT (8.7954217 46.1695112),POINT (-1.5756205 54.7770139)
Chiara Bramani,Sean McCusker,POINT (8.9520281 46.0050102),POINT (-1.5756205 54.7770139)
Paolo Ferri,Andrea Pozzali,POINT (9.1896346 45.4641943),POINT (-85.1646726 34.257038)
Jue Wang,Claudia Berger,POINT (6.1466014 46.2017559),POINT (6.1466014 46.2017559)
Jue Wang,Nicolas Szilas,POINT (6.1466014 46.2017559),POINT (6.1466014 46.2017559)
Claudia Berger,Nicolas Szilas,POINT (6.1466014 46.2017559),POINT (6.1466014 46.2017559)
Izak van Zyl,Retha de la Harpe,POINT (8.9520281 46.0050102),POINT (18.417396 -33.928992)
Izak van Zyl,Nikolaos Avouris,POINT (8.9520281 46.0050102),POINT (4.5424004 47.9308179)
Izak van Zyl,Nikoleta Yiannoutsou,POINT (8.9520281 46.0050102),POINT (4.5424004 47.9308179)
Retha de la Harpe,Nikolaos Avouris,POINT (18.417396 -33.928992),POINT (4.5424004 47.9308179)
Retha de la Harpe,Nikoleta Yiannoutsou,POINT (18.417396 -33.928992),POINT (4.5424004 47.9308179)
Jason J. Jung,Xuan Hau Pham,POINT (128.741329 35.825122),POINT (128.741329 35.825122)
Jason J. Jung,Dosam Hwang,POINT (128.741329 35.825122),POINT (128.741329 35.825122)
Przemysław Kazienko,John Boaz Lee,POINT (17.0326689 51.1089776),POINT (121.04821 14.6508)
Przemysław Kazienko,Gerard Cabunducan,POINT (17.0326689 51.1089776),POINT (121.04821 14.6508)
Przemysław Kazienko,Francis George C. Cabarle,POINT (17.0326689 51.1089776),POINT (121.04821 14.6508)
Przemysław Kazienko,Raphael Castillo,POINT (17.0326689 51.1089776),POINT (121.04821 14.6508)
Przemysław Kazienko,Jasmine A. Malinao,POINT (17.0326689 51.1089776),POINT (121.04821 14.6508)
Przemysław Kazienko,Joo Young Lee,POINT (17.0326689 51.1089776),POINT (-76.1474244 43.0481221)
Przemysław Kazienko,Yue Duan,POINT (17.0326689 51.1089776),POINT (-76.1474244 43.0481221)
Przemysław Kazienko,Jae C. Oh,POINT (17.0326689 51.1089776),POINT (-76.1474244 43.0481221)
Przemysław Kazienko,Wenliang Du,POINT (17.0326689 51.1089776),POINT (-76.1474244 43.0481221)
Przemysław Kazienko,Howard Blair,POINT (17.0326689 51.1089776),POINT (-76.1474244 43.0481221)
Przemysław Kazienko,Lusha Wang,POINT (17.0326689 51.1089776),POINT (-76.1474244 43.0481221)
Przemysław Kazienko,Xing Jin,POINT (17.0326689 51.1089776),POINT (-76.1474244 43.0481221)
Przemysław Kazienko,Anna Zygmunt,POINT (17.0326689 51.1089776),POINT (19.9368564 50.0619474)
Przemysław Kazienko,Piotr Bródka,POINT (17.0326689 51.1089776),POINT (17.0326689 51.1089776)
Przemysław Kazienko,Jarosław Koźlak,POINT (17.0326689 51.1089776),POINT (19.9368564 50.0619474)
Qinna Wang,Eric Fleury,POINT (4.8320114 45.7578137),POINT (4.8320114 45.7578137)
John Boaz Lee,Gerard Cabunducan,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
John Boaz Lee,Francis George C. Cabarle,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
John Boaz Lee,Raphael Castillo,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
John Boaz Lee,Jasmine A. Malinao,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
John Boaz Lee,Anna Zygmunt,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
John Boaz Lee,Piotr Bródka,POINT (121.04821 14.6508),POINT (17.0326689 51.1089776)
John Boaz Lee,Jarosław Koźlak,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Gerard Cabunducan,Francis George C. Cabarle,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
Gerard Cabunducan,Raphael Castillo,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
Gerard Cabunducan,Jasmine A. Malinao,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
Gerard Cabunducan,Anna Zygmunt,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Gerard Cabunducan,Piotr Bródka,POINT (121.04821 14.6508),POINT (17.0326689 51.1089776)
Gerard Cabunducan,Jarosław Koźlak,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Francis George C. Cabarle,Raphael Castillo,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
Francis George C. Cabarle,Jasmine A. Malinao,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
Francis George C. Cabarle,Anna Zygmunt,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Francis George C. Cabarle,Piotr Bródka,POINT (121.04821 14.6508),POINT (17.0326689 51.1089776)
Francis George C. Cabarle,Jarosław Koźlak,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Raphael Castillo,Jasmine A. Malinao,POINT (121.04821 14.6508),POINT (121.04821 14.6508)
Raphael Castillo,Anna Zygmunt,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Raphael Castillo,Piotr Bródka,POINT (121.04821 14.6508),POINT (17.0326689 51.1089776)
Raphael Castillo,Jarosław Koźlak,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Jasmine A. Malinao,Anna Zygmunt,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Jasmine A. Malinao,Piotr Bródka,POINT (121.04821 14.6508),POINT (17.0326689 51.1089776)
Jasmine A. Malinao,Jarosław Koźlak,POINT (121.04821 14.6508),POINT (19.9368564 50.0619474)
Onur C. Sert,Kayhan Dursun,POINT (32.8540497 39.9207759),POINT (32.8540497 39.9207759)
Onur C. Sert,Tansel Özyer,POINT (32.8540497 39.9207759),POINT (32.8540497 39.9207759)
Onur C. Sert,Jamal Jida,POINT (32.8540497 39.9207759),POINT (13.1777923 32.896672)
Onur C. Sert,Reda Alhajj,POINT (32.8540497 39.9207759),POINT (-114.057541 51.0456064)
Kayhan Dursun,Tansel Özyer,POINT (32.8540497 39.9207759),POINT (32.8540497 39.9207759)
Kayhan Dursun,Jamal Jida,POINT (32.8540497 39.9207759),POINT (13.1777923 32.896672)
Kayhan Dursun,Reda Alhajj,POINT (32.8540497 39.9207759),POINT (-114.057541 51.0456064)
Tansel Özyer,Jamal Jida,POINT (32.8540497 39.9207759),POINT (13.1777923 32.896672)
