source_location,target_location
POINT (24.5928742 -23.1681782),POINT (-100.445882 39.7837304)
POINT (24.5928742 -23.1681782),POINT (10.4478313 51.1638175)
POINT (24.5928742 -23.1681782),POINT (-73.96727182919946 40.750214150000005)
POINT (24.5928742 -23.1681782),POINT (104.999927 35.000074)
POINT (24.5928742 -23.1681782),POINT (117.8902853 -2.4833826)
POINT (24.5928742 -23.1681782),POINT (15.3381061 49.7439047)
POINT (24.5928742 -23.1681782),POINT (7.9999721 9.6000359)
POINT (24.5928742 -23.1681782),POINT (57.0036901 21.0000287)
POINT (24.5928742 -23.1681782),POINT (30.0644358 -1.9646631)
POINT (24.5928742 -23.1681782),POINT (12.674297 42.6384261)
POINT (-3.2765753 54.7023545),POINT (-86.0755145 15.2572432)
POINT (-3.2765753 54.7023545),POINT (97.7453061 64.6863136)
POINT (-3.2765753 54.7023545),POINT (-100.445882 39.7837304)
POINT (-3.2765753 54.7023545),POINT (10.4478313 51.1638175)
POINT (-3.2765753 54.7023545),POINT (-73.96727182919946 40.750214150000005)
POINT (-3.2765753 54.7023545),POINT (104.999927 35.000074)
POINT (-3.2765753 54.7023545),POINT (117.8902853 -2.4833826)
POINT (-3.2765753 54.7023545),POINT (15.3381061 49.7439047)
POINT (-3.2765753 54.7023545),POINT (7.9999721 9.6000359)
POINT (-3.2765753 54.7023545),POINT (57.0036901 21.0000287)
POINT (-3.2765753 54.7023545),POINT (30.0644358 -1.9646631)
POINT (-3.2765753 54.7023545),POINT (12.674297 42.6384261)
POINT (-86.0755145 15.2572432),POINT (97.7453061 64.6863136)
POINT (-86.0755145 15.2572432),POINT (-100.445882 39.7837304)
POINT (-86.0755145 15.2572432),POINT (10.4478313 51.1638175)
POINT (-86.0755145 15.2572432),POINT (-73.96727182919946 40.750214150000005)
POINT (-86.0755145 15.2572432),POINT (104.999927 35.000074)
POINT (-86.0755145 15.2572432),POINT (117.8902853 -2.4833826)
POINT (-86.0755145 15.2572432),POINT (15.3381061 49.7439047)
POINT (-86.0755145 15.2572432),POINT (7.9999721 9.6000359)
POINT (-86.0755145 15.2572432),POINT (57.0036901 21.0000287)
POINT (-86.0755145 15.2572432),POINT (30.0644358 -1.9646631)
POINT (-86.0755145 15.2572432),POINT (12.674297 42.6384261)
POINT (97.7453061 64.6863136),POINT (-100.445882 39.7837304)
POINT (97.7453061 64.6863136),POINT (10.4478313 51.1638175)
POINT (97.7453061 64.6863136),POINT (-73.96727182919946 40.750214150000005)
POINT (97.7453061 64.6863136),POINT (104.999927 35.000074)
POINT (97.7453061 64.6863136),POINT (117.8902853 -2.4833826)
POINT (97.7453061 64.6863136),POINT (15.3381061 49.7439047)
POINT (97.7453061 64.6863136),POINT (7.9999721 9.6000359)
POINT (97.7453061 64.6863136),POINT (57.0036901 21.0000287)
POINT (97.7453061 64.6863136),POINT (30.0644358 -1.9646631)
POINT (97.7453061 64.6863136),POINT (12.674297 42.6384261)
POINT (-100.445882 39.7837304),POINT (10.4478313 51.1638175)
POINT (-100.445882 39.7837304),POINT (-73.96727182919946 40.750214150000005)
POINT (-100.445882 39.7837304),POINT (104.999927 35.000074)
POINT (-100.445882 39.7837304),POINT (117.8902853 -2.4833826)
POINT (-100.445882 39.7837304),POINT (15.3381061 49.7439047)
POINT (-100.445882 39.7837304),POINT (7.9999721 9.6000359)
POINT (-100.445882 39.7837304),POINT (57.0036901 21.0000287)
POINT (-100.445882 39.7837304),POINT (30.0644358 -1.9646631)
POINT (-100.445882 39.7837304),POINT (12.674297 42.6384261)
POINT (10.4478313 51.1638175),POINT (-73.96727182919946 40.750214150000005)
POINT (10.4478313 51.1638175),POINT (104.999927 35.000074)
POINT (10.4478313 51.1638175),POINT (117.8902853 -2.4833826)
POINT (10.4478313 51.1638175),POINT (15.3381061 49.7439047)
POINT (10.4478313 51.1638175),POINT (7.9999721 9.6000359)
POINT (10.4478313 51.1638175),POINT (57.0036901 21.0000287)
POINT (10.4478313 51.1638175),POINT (30.0644358 -1.9646631)
POINT (10.4478313 51.1638175),POINT (12.674297 42.6384261)
POINT (-73.96727182919946 40.750214150000005),POINT (104.999927 35.000074)
POINT (-73.96727182919946 40.750214150000005),POINT (117.8902853 -2.4833826)
POINT (-73.96727182919946 40.750214150000005),POINT (15.3381061 49.7439047)
POINT (-73.96727182919946 40.750214150000005),POINT (7.9999721 9.6000359)
POINT (-73.96727182919946 40.750214150000005),POINT (57.0036901 21.0000287)
POINT (-73.96727182919946 40.750214150000005),POINT (30.0644358 -1.9646631)
POINT (-73.96727182919946 40.750214150000005),POINT (12.674297 42.6384261)
POINT (104.999927 35.000074),POINT (117.8902853 -2.4833826)
POINT (104.999927 35.000074),POINT (15.3381061 49.7439047)
POINT (104.999927 35.000074),POINT (7.9999721 9.6000359)
POINT (104.999927 35.000074),POINT (57.0036901 21.0000287)
POINT (104.999927 35.000074),POINT (30.0644358 -1.9646631)
POINT (104.999927 35.000074),POINT (12.674297 42.6384261)
POINT (117.8902853 -2.4833826),POINT (15.3381061 49.7439047)
POINT (117.8902853 -2.4833826),POINT (7.9999721 9.6000359)
POINT (117.8902853 -2.4833826),POINT (57.0036901 21.0000287)
POINT (117.8902853 -2.4833826),POINT (30.0644358 -1.9646631)
POINT (117.8902853 -2.4833826),POINT (12.674297 42.6384261)
POINT (15.3381061 49.7439047),POINT (7.9999721 9.6000359)
POINT (15.3381061 49.7439047),POINT (57.0036901 21.0000287)
POINT (15.3381061 49.7439047),POINT (30.0644358 -1.9646631)
POINT (15.3381061 49.7439047),POINT (12.674297 42.6384261)
POINT (7.9999721 9.6000359),POINT (57.0036901 21.0000287)
POINT (7.9999721 9.6000359),POINT (30.0644358 -1.9646631)
POINT (7.9999721 9.6000359),POINT (12.674297 42.6384261)
POINT (57.0036901 21.0000287),POINT (30.0644358 -1.9646631)
POINT (57.0036901 21.0000287),POINT (12.674297 42.6384261)
POINT (30.0644358 -1.9646631),POINT (12.674297 42.6384261)
POINT (19.134422 52.215933),POINT (12.674297 42.6384261)
POINT (19.134422 52.215933),POINT (10.4478313 51.1638175)
POINT (19.134422 52.215933),POINT (-86.0755145 15.2572432)
POINT (19.134422 52.215933),POINT (-71.3187697 -31.7613365)
POINT (19.134422 52.215933),POINT (117.8902853 -2.4833826)
POINT (19.134422 52.215933),POINT (127.6961188 36.638392)
POINT (19.134422 52.215933),POINT (29.2675469 26.2540493)
POINT (19.134422 52.215933),POINT (1.8883335 46.603354)
POINT (19.134422 52.215933),POINT (-3.2765753 54.7023545)
POINT (19.134422 52.215933),POINT (104.999927 35.000074)
POINT (19.134422 52.215933),POINT (97.7453061 64.6863136)
POINT (19.134422 52.215933),POINT (-100.445882 39.7837304)
POINT (19.134422 52.215933),POINT (-73.96727182919946 40.750214150000005)
POINT (19.134422 52.215933),POINT (24.5928742 -23.1681782)
POINT (12.674297 42.6384261),POINT (10.4478313 51.1638175)
POINT (12.674297 42.6384261),POINT (-86.0755145 15.2572432)
POINT (12.674297 42.6384261),POINT (-71.3187697 -31.7613365)
POINT (12.674297 42.6384261),POINT (117.8902853 -2.4833826)
POINT (12.674297 42.6384261),POINT (127.6961188 36.638392)
POINT (12.674297 42.6384261),POINT (29.2675469 26.2540493)
POINT (12.674297 42.6384261),POINT (1.8883335 46.603354)
POINT (12.674297 42.6384261),POINT (-3.2765753 54.7023545)
POINT (12.674297 42.6384261),POINT (104.999927 35.000074)
POINT (12.674297 42.6384261),POINT (97.7453061 64.6863136)
POINT (12.674297 42.6384261),POINT (-100.445882 39.7837304)
POINT (12.674297 42.6384261),POINT (-73.96727182919946 40.750214150000005)
POINT (12.674297 42.6384261),POINT (24.5928742 -23.1681782)
POINT (10.4478313 51.1638175),POINT (-86.0755145 15.2572432)
POINT (10.4478313 51.1638175),POINT (-71.3187697 -31.7613365)
POINT (10.4478313 51.1638175),POINT (117.8902853 -2.4833826)
POINT (10.4478313 51.1638175),POINT (127.6961188 36.638392)
POINT (10.4478313 51.1638175),POINT (29.2675469 26.2540493)
POINT (10.4478313 51.1638175),POINT (1.8883335 46.603354)
POINT (10.4478313 51.1638175),POINT (-3.2765753 54.7023545)
POINT (10.4478313 51.1638175),POINT (104.999927 35.000074)
POINT (10.4478313 51.1638175),POINT (97.7453061 64.6863136)
POINT (10.4478313 51.1638175),POINT (-100.445882 39.7837304)
POINT (10.4478313 51.1638175),POINT (-73.96727182919946 40.750214150000005)
POINT (10.4478313 51.1638175),POINT (24.5928742 -23.1681782)
POINT (-86.0755145 15.2572432),POINT (-71.3187697 -31.7613365)
POINT (-86.0755145 15.2572432),POINT (117.8902853 -2.4833826)
POINT (-86.0755145 15.2572432),POINT (127.6961188 36.638392)
POINT (-86.0755145 15.2572432),POINT (29.2675469 26.2540493)
POINT (-86.0755145 15.2572432),POINT (1.8883335 46.603354)
POINT (-86.0755145 15.2572432),POINT (-3.2765753 54.7023545)
POINT (-86.0755145 15.2572432),POINT (104.999927 35.000074)
POINT (-86.0755145 15.2572432),POINT (97.7453061 64.6863136)
POINT (-86.0755145 15.2572432),POINT (-100.445882 39.7837304)
POINT (-86.0755145 15.2572432),POINT (-73.96727182919946 40.750214150000005)
POINT (-86.0755145 15.2572432),POINT (24.5928742 -23.1681782)
POINT (-71.3187697 -31.7613365),POINT (117.8902853 -2.4833826)
POINT (-71.3187697 -31.7613365),POINT (127.6961188 36.638392)
POINT (-71.3187697 -31.7613365),POINT (29.2675469 26.2540493)
POINT (-71.3187697 -31.7613365),POINT (1.8883335 46.603354)
POINT (-71.3187697 -31.7613365),POINT (-3.2765753 54.7023545)
POINT (-71.3187697 -31.7613365),POINT (104.999927 35.000074)
POINT (-71.3187697 -31.7613365),POINT (97.7453061 64.6863136)
POINT (-71.3187697 -31.7613365),POINT (-100.445882 39.7837304)
POINT (-71.3187697 -31.7613365),POINT (-73.96727182919946 40.750214150000005)
POINT (-71.3187697 -31.7613365),POINT (24.5928742 -23.1681782)
POINT (117.8902853 -2.4833826),POINT (127.6961188 36.638392)
POINT (117.8902853 -2.4833826),POINT (29.2675469 26.2540493)
POINT (117.8902853 -2.4833826),POINT (1.8883335 46.603354)
POINT (117.8902853 -2.4833826),POINT (-3.2765753 54.7023545)
POINT (117.8902853 -2.4833826),POINT (104.999927 35.000074)
POINT (117.8902853 -2.4833826),POINT (97.7453061 64.6863136)
POINT (117.8902853 -2.4833826),POINT (-100.445882 39.7837304)
POINT (117.8902853 -2.4833826),POINT (-73.96727182919946 40.750214150000005)
POINT (117.8902853 -2.4833826),POINT (24.5928742 -23.1681782)
POINT (127.6961188 36.638392),POINT (29.2675469 26.2540493)
POINT (127.6961188 36.638392),POINT (1.8883335 46.603354)
POINT (127.6961188 36.638392),POINT (-3.2765753 54.7023545)
POINT (127.6961188 36.638392),POINT (104.999927 35.000074)
POINT (127.6961188 36.638392),POINT (97.7453061 64.6863136)
POINT (127.6961188 36.638392),POINT (-100.445882 39.7837304)
POINT (127.6961188 36.638392),POINT (-73.96727182919946 40.750214150000005)
POINT (127.6961188 36.638392),POINT (24.5928742 -23.1681782)
POINT (29.2675469 26.2540493),POINT (1.8883335 46.603354)
POINT (29.2675469 26.2540493),POINT (-3.2765753 54.7023545)
POINT (29.2675469 26.2540493),POINT (104.999927 35.000074)
POINT (29.2675469 26.2540493),POINT (97.7453061 64.6863136)
POINT (29.2675469 26.2540493),POINT (-100.445882 39.7837304)
POINT (29.2675469 26.2540493),POINT (-73.96727182919946 40.750214150000005)
POINT (29.2675469 26.2540493),POINT (24.5928742 -23.1681782)
POINT (1.8883335 46.603354),POINT (-3.2765753 54.7023545)
POINT (1.8883335 46.603354),POINT (104.999927 35.000074)
POINT (1.8883335 46.603354),POINT (97.7453061 64.6863136)
POINT (1.8883335 46.603354),POINT (-100.445882 39.7837304)
POINT (1.8883335 46.603354),POINT (-73.96727182919946 40.750214150000005)
POINT (1.8883335 46.603354),POINT (24.5928742 -23.1681782)
POINT (-3.2765753 54.7023545),POINT (104.999927 35.000074)
POINT (-3.2765753 54.7023545),POINT (97.7453061 64.6863136)
POINT (-3.2765753 54.7023545),POINT (-100.445882 39.7837304)
POINT (-3.2765753 54.7023545),POINT (-73.96727182919946 40.750214150000005)
POINT (-3.2765753 54.7023545),POINT (24.5928742 -23.1681782)
POINT (104.999927 35.000074),POINT (97.7453061 64.6863136)
POINT (104.999927 35.000074),POINT (-100.445882 39.7837304)
POINT (104.999927 35.000074),POINT (-73.96727182919946 40.750214150000005)
POINT (104.999927 35.000074),POINT (24.5928742 -23.1681782)
POINT (97.7453061 64.6863136),POINT (-100.445882 39.7837304)
POINT (97.7453061 64.6863136),POINT (-73.96727182919946 40.750214150000005)
POINT (97.7453061 64.6863136),POINT (24.5928742 -23.1681782)
POINT (-100.445882 39.7837304),POINT (-73.96727182919946 40.750214150000005)
POINT (-100.445882 39.7837304),POINT (24.5928742 -23.1681782)
POINT (-73.96727182919946 40.750214150000005),POINT (24.5928742 -23.1681782)
POINT (12.674297 42.6384261),POINT (10.4478313 51.1638175)
POINT (12.674297 42.6384261),POINT (97.7453061 64.6863136)
POINT (12.674297 42.6384261),POINT (-3.2765753 54.7023545)
POINT (12.674297 42.6384261),POINT (-100.445882 39.7837304)
POINT (12.674297 42.6384261),POINT (1.8883335 46.603354)
POINT (10.4478313 51.1638175),POINT (97.7453061 64.6863136)
POINT (10.4478313 51.1638175),POINT (-3.2765753 54.7023545)
POINT (10.4478313 51.1638175),POINT (-100.445882 39.7837304)
POINT (10.4478313 51.1638175),POINT (1.8883335 46.603354)
POINT (97.7453061 64.6863136),POINT (-3.2765753 54.7023545)
POINT (97.7453061 64.6863136),POINT (-100.445882 39.7837304)
POINT (97.7453061 64.6863136),POINT (1.8883335 46.603354)
POINT (-3.2765753 54.7023545),POINT (-100.445882 39.7837304)
POINT (-3.2765753 54.7023545),POINT (1.8883335 46.603354)
POINT (-100.445882 39.7837304),POINT (1.8883335 46.603354)
POINT (34.9827711 32.1640162),POINT (-3.2765753 54.7023545)
POINT (34.9827711 32.1640162),POINT (-100.445882 39.7837304)
POINT (34.9827711 32.1640162),POINT (104.999927 35.000074)
POINT (34.9827711 32.1640162),POINT (9.400138 33.8439408)
POINT (34.9827711 32.1640162),POINT (2.9999825 28.0000272)
POINT (34.9827711 32.1640162),POINT (50.5344606 26.1551249)
POINT (34.9827711 32.1640162),POINT (102.2656823 4.5693754)
POINT (34.9827711 32.1640162),POINT (149.1377249 -35.3005122)
POINT (34.9827711 32.1640162),POINT (29.309454311030105 30.864637000000002)
POINT (34.9827711 32.1640162),POINT (97.7453061 64.6863136)
POINT (34.9827711 32.1640162),POINT (5.6343227 52.2434979)
POINT (34.9827711 32.1640162),POINT (47.4979476 29.2733964)
POINT (34.9827711 32.1640162),POINT (6.141067462697978 49.62080075)
POINT (34.9827711 32.1640162),POINT (139.2394179 36.5748441)
POINT (34.9827711 32.1640162),POINT (29.2675469 26.2540493)
POINT (34.9827711 32.1640162),POINT (12.674297 42.6384261)
POINT (34.9827711 32.1640162),POINT (1.8883335 46.603354)
POINT (34.9827711 32.1640162),POINT (-107.991707 61.0666922)
POINT (34.9827711 32.1640162),POINT (50.4837532 26.2225419)
POINT (34.9827711 32.1640162),POINT (34.9249653 38.9597594)
POINT (34.9827711 32.1640162),POINT (44.1749775 33.0955793)
POINT (34.9827711 32.1640162),POINT (42.3528328 25.6242618)
POINT (34.9827711 32.1640162),POINT (55.147647448637606 24.956654649999997)
POINT (34.9827711 32.1640162),POINT (36.941628 31.1667049)
POINT (34.9827711 32.1640162),POINT (10.4478313 51.1638175)
POINT (34.9827711 32.1640162),POINT (-73.96727182919946 40.750214150000005)
POINT (-3.2765753 54.7023545),POINT (-100.445882 39.7837304)
POINT (-3.2765753 54.7023545),POINT (104.999927 35.000074)
POINT (-3.2765753 54.7023545),POINT (9.400138 33.8439408)
POINT (-3.2765753 54.7023545),POINT (2.9999825 28.0000272)
POINT (-3.2765753 54.7023545),POINT (50.5344606 26.1551249)
POINT (-3.2765753 54.7023545),POINT (102.2656823 4.5693754)
POINT (-3.2765753 54.7023545),POINT (149.1377249 -35.3005122)
POINT (-3.2765753 54.7023545),POINT (29.309454311030105 30.864637000000002)
POINT (-3.2765753 54.7023545),POINT (97.7453061 64.6863136)
POINT (-3.2765753 54.7023545),POINT (5.6343227 52.2434979)
POINT (-3.2765753 54.7023545),POINT (47.4979476 29.2733964)
POINT (-3.2765753 54.7023545),POINT (6.141067462697978 49.62080075)
POINT (-3.2765753 54.7023545),POINT (139.2394179 36.5748441)
POINT (-3.2765753 54.7023545),POINT (29.2675469 26.2540493)
POINT (-3.2765753 54.7023545),POINT (12.674297 42.6384261)
POINT (-3.2765753 54.7023545),POINT (1.8883335 46.603354)
POINT (-3.2765753 54.7023545),POINT (-107.991707 61.0666922)
POINT (-3.2765753 54.7023545),POINT (50.4837532 26.2225419)
POINT (-3.2765753 54.7023545),POINT (34.9249653 38.9597594)
POINT (-3.2765753 54.7023545),POINT (44.1749775 33.0955793)
POINT (-3.2765753 54.7023545),POINT (42.3528328 25.6242618)
POINT (-3.2765753 54.7023545),POINT (55.147647448637606 24.956654649999997)
POINT (-3.2765753 54.7023545),POINT (36.941628 31.1667049)
POINT (-3.2765753 54.7023545),POINT (10.4478313 51.1638175)
POINT (-3.2765753 54.7023545),POINT (-73.96727182919946 40.750214150000005)
POINT (-100.445882 39.7837304),POINT (104.999927 35.000074)
POINT (-100.445882 39.7837304),POINT (9.400138 33.8439408)
POINT (-100.445882 39.7837304),POINT (2.9999825 28.0000272)
POINT (-100.445882 39.7837304),POINT (50.5344606 26.1551249)
POINT (-100.445882 39.7837304),POINT (102.2656823 4.5693754)
POINT (-100.445882 39.7837304),POINT (149.1377249 -35.3005122)
POINT (-100.445882 39.7837304),POINT (29.309454311030105 30.864637000000002)
POINT (-100.445882 39.7837304),POINT (97.7453061 64.6863136)
POINT (-100.445882 39.7837304),POINT (5.6343227 52.2434979)
POINT (-100.445882 39.7837304),POINT (47.4979476 29.2733964)
POINT (-100.445882 39.7837304),POINT (6.141067462697978 49.62080075)
POINT (-100.445882 39.7837304),POINT (139.2394179 36.5748441)
POINT (-100.445882 39.7837304),POINT (29.2675469 26.2540493)
POINT (-100.445882 39.7837304),POINT (12.674297 42.6384261)
POINT (-100.445882 39.7837304),POINT (1.8883335 46.603354)
POINT (-100.445882 39.7837304),POINT (-107.991707 61.0666922)
POINT (-100.445882 39.7837304),POINT (50.4837532 26.2225419)
POINT (-100.445882 39.7837304),POINT (34.9249653 38.9597594)
POINT (-100.445882 39.7837304),POINT (44.1749775 33.0955793)
POINT (-100.445882 39.7837304),POINT (42.3528328 25.6242618)
POINT (-100.445882 39.7837304),POINT (55.147647448637606 24.956654649999997)
POINT (-100.445882 39.7837304),POINT (36.941628 31.1667049)
POINT (-100.445882 39.7837304),POINT (10.4478313 51.1638175)
POINT (-100.445882 39.7837304),POINT (-73.96727182919946 40.750214150000005)
POINT (104.999927 35.000074),POINT (9.400138 33.8439408)
POINT (104.999927 35.000074),POINT (2.9999825 28.0000272)
POINT (104.999927 35.000074),POINT (50.5344606 26.1551249)
POINT (104.999927 35.000074),POINT (102.2656823 4.5693754)
POINT (104.999927 35.000074),POINT (149.1377249 -35.3005122)
POINT (104.999927 35.000074),POINT (29.309454311030105 30.864637000000002)
POINT (104.999927 35.000074),POINT (97.7453061 64.6863136)
POINT (104.999927 35.000074),POINT (5.6343227 52.2434979)
POINT (104.999927 35.000074),POINT (47.4979476 29.2733964)
POINT (104.999927 35.000074),POINT (6.141067462697978 49.62080075)
POINT (104.999927 35.000074),POINT (139.2394179 36.5748441)
POINT (104.999927 35.000074),POINT (29.2675469 26.2540493)
POINT (104.999927 35.000074),POINT (12.674297 42.6384261)
POINT (104.999927 35.000074),POINT (1.8883335 46.603354)
POINT (104.999927 35.000074),POINT (-107.991707 61.0666922)
POINT (104.999927 35.000074),POINT (50.4837532 26.2225419)
POINT (104.999927 35.000074),POINT (34.9249653 38.9597594)
POINT (104.999927 35.000074),POINT (44.1749775 33.0955793)
POINT (104.999927 35.000074),POINT (42.3528328 25.6242618)
POINT (104.999927 35.000074),POINT (55.147647448637606 24.956654649999997)
POINT (104.999927 35.000074),POINT (36.941628 31.1667049)
POINT (104.999927 35.000074),POINT (10.4478313 51.1638175)
POINT (104.999927 35.000074),POINT (-73.96727182919946 40.750214150000005)
POINT (9.400138 33.8439408),POINT (2.9999825 28.0000272)
POINT (9.400138 33.8439408),POINT (50.5344606 26.1551249)
POINT (9.400138 33.8439408),POINT (102.2656823 4.5693754)
POINT (9.400138 33.8439408),POINT (149.1377249 -35.3005122)
POINT (9.400138 33.8439408),POINT (29.309454311030105 30.864637000000002)
POINT (9.400138 33.8439408),POINT (97.7453061 64.6863136)
POINT (9.400138 33.8439408),POINT (5.6343227 52.2434979)
POINT (9.400138 33.8439408),POINT (47.4979476 29.2733964)
POINT (9.400138 33.8439408),POINT (6.141067462697978 49.62080075)
POINT (9.400138 33.8439408),POINT (139.2394179 36.5748441)
POINT (9.400138 33.8439408),POINT (29.2675469 26.2540493)
POINT (9.400138 33.8439408),POINT (12.674297 42.6384261)
POINT (9.400138 33.8439408),POINT (1.8883335 46.603354)
POINT (9.400138 33.8439408),POINT (-107.991707 61.0666922)
POINT (9.400138 33.8439408),POINT (50.4837532 26.2225419)
POINT (9.400138 33.8439408),POINT (34.9249653 38.9597594)
POINT (9.400138 33.8439408),POINT (44.1749775 33.0955793)
POINT (9.400138 33.8439408),POINT (42.3528328 25.6242618)
POINT (9.400138 33.8439408),POINT (55.147647448637606 24.956654649999997)
POINT (9.400138 33.8439408),POINT (36.941628 31.1667049)
POINT (9.400138 33.8439408),POINT (10.4478313 51.1638175)
POINT (9.400138 33.8439408),POINT (-73.96727182919946 40.750214150000005)
POINT (2.9999825 28.0000272),POINT (50.5344606 26.1551249)
POINT (2.9999825 28.0000272),POINT (102.2656823 4.5693754)
POINT (2.9999825 28.0000272),POINT (149.1377249 -35.3005122)
POINT (2.9999825 28.0000272),POINT (29.309454311030105 30.864637000000002)
POINT (2.9999825 28.0000272),POINT (97.7453061 64.6863136)
POINT (2.9999825 28.0000272),POINT (5.6343227 52.2434979)
POINT (2.9999825 28.0000272),POINT (47.4979476 29.2733964)
POINT (2.9999825 28.0000272),POINT (6.141067462697978 49.62080075)
POINT (2.9999825 28.0000272),POINT (139.2394179 36.5748441)
POINT (2.9999825 28.0000272),POINT (29.2675469 26.2540493)
POINT (2.9999825 28.0000272),POINT (12.674297 42.6384261)
POINT (2.9999825 28.0000272),POINT (1.8883335 46.603354)
POINT (2.9999825 28.0000272),POINT (-107.991707 61.0666922)
POINT (2.9999825 28.0000272),POINT (50.4837532 26.2225419)
POINT (2.9999825 28.0000272),POINT (34.9249653 38.9597594)
POINT (2.9999825 28.0000272),POINT (44.1749775 33.0955793)
POINT (2.9999825 28.0000272),POINT (42.3528328 25.6242618)
POINT (2.9999825 28.0000272),POINT (55.147647448637606 24.956654649999997)
POINT (2.9999825 28.0000272),POINT (36.941628 31.1667049)
POINT (2.9999825 28.0000272),POINT (10.4478313 51.1638175)
POINT (2.9999825 28.0000272),POINT (-73.96727182919946 40.750214150000005)
POINT (50.5344606 26.1551249),POINT (102.2656823 4.5693754)
POINT (50.5344606 26.1551249),POINT (149.1377249 -35.3005122)
POINT (50.5344606 26.1551249),POINT (29.309454311030105 30.864637000000002)
POINT (50.5344606 26.1551249),POINT (97.7453061 64.6863136)
POINT (50.5344606 26.1551249),POINT (5.6343227 52.2434979)
POINT (50.5344606 26.1551249),POINT (47.4979476 29.2733964)
POINT (50.5344606 26.1551249),POINT (6.141067462697978 49.62080075)
POINT (50.5344606 26.1551249),POINT (139.2394179 36.5748441)
POINT (50.5344606 26.1551249),POINT (29.2675469 26.2540493)
POINT (50.5344606 26.1551249),POINT (12.674297 42.6384261)
POINT (50.5344606 26.1551249),POINT (1.8883335 46.603354)
POINT (50.5344606 26.1551249),POINT (-107.991707 61.0666922)
POINT (50.5344606 26.1551249),POINT (50.4837532 26.2225419)
POINT (50.5344606 26.1551249),POINT (34.9249653 38.9597594)
POINT (50.5344606 26.1551249),POINT (44.1749775 33.0955793)
POINT (50.5344606 26.1551249),POINT (42.3528328 25.6242618)
POINT (50.5344606 26.1551249),POINT (55.147647448637606 24.956654649999997)
POINT (50.5344606 26.1551249),POINT (36.941628 31.1667049)
POINT (50.5344606 26.1551249),POINT (10.4478313 51.1638175)
POINT (50.5344606 26.1551249),POINT (-73.96727182919946 40.750214150000005)
POINT (102.2656823 4.5693754),POINT (149.1377249 -35.3005122)
POINT (102.2656823 4.5693754),POINT (29.309454311030105 30.864637000000002)
POINT (102.2656823 4.5693754),POINT (97.7453061 64.6863136)
POINT (102.2656823 4.5693754),POINT (5.6343227 52.2434979)
POINT (102.2656823 4.5693754),POINT (47.4979476 29.2733964)
POINT (102.2656823 4.5693754),POINT (6.141067462697978 49.62080075)
POINT (102.2656823 4.5693754),POINT (139.2394179 36.5748441)
POINT (102.2656823 4.5693754),POINT (29.2675469 26.2540493)
POINT (102.2656823 4.5693754),POINT (12.674297 42.6384261)
POINT (102.2656823 4.5693754),POINT (1.8883335 46.603354)
POINT (102.2656823 4.5693754),POINT (-107.991707 61.0666922)
POINT (102.2656823 4.5693754),POINT (50.4837532 26.2225419)
POINT (102.2656823 4.5693754),POINT (34.9249653 38.9597594)
POINT (102.2656823 4.5693754),POINT (44.1749775 33.0955793)
POINT (102.2656823 4.5693754),POINT (42.3528328 25.6242618)
POINT (102.2656823 4.5693754),POINT (55.147647448637606 24.956654649999997)
POINT (102.2656823 4.5693754),POINT (36.941628 31.1667049)
POINT (102.2656823 4.5693754),POINT (10.4478313 51.1638175)
POINT (102.2656823 4.5693754),POINT (-73.96727182919946 40.750214150000005)
POINT (149.1377249 -35.3005122),POINT (29.309454311030105 30.864637000000002)
POINT (149.1377249 -35.3005122),POINT (97.7453061 64.6863136)
POINT (149.1377249 -35.3005122),POINT (5.6343227 52.2434979)
POINT (149.1377249 -35.3005122),POINT (47.4979476 29.2733964)
POINT (149.1377249 -35.3005122),POINT (6.141067462697978 49.62080075)
POINT (149.1377249 -35.3005122),POINT (139.2394179 36.5748441)
POINT (149.1377249 -35.3005122),POINT (29.2675469 26.2540493)
POINT (149.1377249 -35.3005122),POINT (12.674297 42.6384261)
POINT (149.1377249 -35.3005122),POINT (1.8883335 46.603354)
POINT (149.1377249 -35.3005122),POINT (-107.991707 61.0666922)
POINT (149.1377249 -35.3005122),POINT (50.4837532 26.2225419)
POINT (149.1377249 -35.3005122),POINT (34.9249653 38.9597594)
POINT (149.1377249 -35.3005122),POINT (44.1749775 33.0955793)
POINT (149.1377249 -35.3005122),POINT (42.3528328 25.6242618)
POINT (149.1377249 -35.3005122),POINT (55.147647448637606 24.956654649999997)
POINT (149.1377249 -35.3005122),POINT (36.941628 31.1667049)
POINT (149.1377249 -35.3005122),POINT (10.4478313 51.1638175)
POINT (149.1377249 -35.3005122),POINT (-73.96727182919946 40.750214150000005)
POINT (29.309454311030105 30.864637000000002),POINT (97.7453061 64.6863136)
POINT (29.309454311030105 30.864637000000002),POINT (5.6343227 52.2434979)
POINT (29.309454311030105 30.864637000000002),POINT (47.4979476 29.2733964)
POINT (29.309454311030105 30.864637000000002),POINT (6.141067462697978 49.62080075)
POINT (29.309454311030105 30.864637000000002),POINT (139.2394179 36.5748441)
POINT (29.309454311030105 30.864637000000002),POINT (29.2675469 26.2540493)
POINT (29.309454311030105 30.864637000000002),POINT (12.674297 42.6384261)
POINT (29.309454311030105 30.864637000000002),POINT (1.8883335 46.603354)
POINT (29.309454311030105 30.864637000000002),POINT (-107.991707 61.0666922)
POINT (29.309454311030105 30.864637000000002),POINT (50.4837532 26.2225419)
